"Service","EC2-Instances($)","S3($)","Elastic MapReduce($)","EC2-Other($)","Relational Database Service($)","Elastic Container Service for Kubernetes($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic File System($)","Transfer Family($)","Lambda($)","MongoDB on Hardened  Linux 2 (ARM)($)","DynamoDB($)","ElastiCache($)","Secrets Manager($)","Cost Explorer($)","Key Management Service($)","API Gateway($)","SES($)","EC2 Container Registry (ECR)($)","Service Catalog($)","SQS($)","Route 53($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Backup($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-01-12","3432.8261521266","2355.820187039","2247.5906251652","387.7281886494","39.1025986074","28.8","8.0065414423","8.6339337569","5.6042188265","6.5655721596","7.2","1.5302359704","1.2","1.1823377722","0.576","0.3137474192","0.3","0.265590192","0.1534674057","0.1066863689","0.0705945912","0.0049","0.0042304","","0","0.0000014349","0.0000017542","0.0000015696","","0","0","","8533.5858126512"
"2025-01-13","3326.942456346","2421.7584586352","2137.5800507816","373.6094341447","39.1025983912","28.8","8.0075306573","8.7043044183","5.7090692654","6.587694214","7.2","2.5499562715","1.2","1.1826129073","0.576","0.3139724192","0.29","0.266358192","0.1528489206","0.1236973847","0.0705945912","0.0042","0.0065208","","0.0000020322","0.0000014349","0.0000015057","0.0000015696","","0","0","","8370.7383648826"
"2025-01-14","3317.7462707503","2449.6322307413","2170.2743989308","382.4571440921","39.1025991185","28.8","8.0113098959","8.6856613077","5.725018489","6.609511016","7.2","2.9051043456","1.2","1.1828893457","0.576","0.3137474192","0.29","0.264234192","0.1548719893","0.1145304395","0.0705945912","0.0028","0.0057812","","0.000014","0.0000014349","0.0000015057","0.0000015696","","0","0","","8431.3247163743"
"2025-01-15","3326.6348109192","2405.5809987263","2096.92779562","371.8698655218","39.1025983734","28.8","8.0087267866","8.6478026585","5.7066762819","6.6321593554","7.2","1.005522318","1.2","1.1831687231","0.576","0.3135974192","0.46","0.267390192","0.1545849383","0.1178117083","0.0705945912","0.0042","0.0052164","","0.0000135","0.0000014349","0.0000017591","0.0000014823","","0","0","","8310.4695387095"
"2025-01-16","3346.8474287033","2436.9088538497","2124.1718664704","366.757278751","39.1025993639","28.8","8.0088045254","8.6971888041","5.8177153683","6.6568559024","7.2","3.6878992408","1.2","1.1834465308","0.576","0.3007441934","0.53","0.268692192","0.1539749631","0.1185887068","0.0705945912","0.0042","0.0054668","","0.0000135","0.0000019128","0.0000012523","0.0000014823","","0","0","","8387.068217104"
"2025-01-17","3613.842256479","2374.2412665449","2332.0683157196","409.0697268893","39.1025991414","28.8","8.0083393098","8.7763409009","5.7746772433","6.684866151","7.2","3.780720954","1.2","1.1837155364","0.576","0.3135574192","0.3","0.264330192","0.1484348716","0.1727604772","0.0705945912","0.0042","0.005866","","0.000015","0.0000014349","0.0000020061","0.0000014823","","0","0","","8841.5885883441"
"2025-01-18","4287.004905432","2387.339139703","2758.7472307592","490.0148539632","39.1025977671","28.8","8.0117152516","8.6377158934","5.7171295687","6.7090057959","7.2","4.0641544326","1.2","1.1839876372","0.576","0.3136274192","0.29","0.263466192","0.1504720324","0.1726425958","0.0705945912","0.0042","0.0053088","","0.0000135","0.0000014349","0.0000015047","0.0000014823","","0","0","","10035.5787657564"
"2025-01-19","3905.9886777487","2307.3528319541","2472.1218653656","404.2152689495","39.1025977456","28.8","8.0052233461","8.6217165614","5.6666353313","6.7319632146","7.2","3.7419744289","1.2","1.1842532571","0.576","0.3137424192","0.3","0.258978192","0.1476775023","0.1238624759","0.0705945912","0.0042","0.0036012","","0.0000135","0.0000014349","0.0000015047","0.0000014823","","0","0","","9201.7316822054"
"2025-01-20","3621.3954749276","2389.3115240477","2365.8024561288","366.5690657093","39.1025976879","28.8","8.0131055567","8.6479818374","5.8086665602","6.7558314935","7.2","3.9348666736","1.2","1.1845158985","0.576","0.3137674192","0.29","0.262467192","0.1470510862","0.1135643171","0.0705945912","0.0042","0.00547","","0.0000135","0.0000019128","0.0000015052","0.0000014823","","0","0","","8855.5092195272"
"2025-01-21","3643.0006040334","2392.0301486935","2356.599454498","376.819417687","39.1025979685","28.8","8.0101392395","8.6544017957","5.8690867815","6.7824182647","7.2","3.7825670227","1.2","1.1847836246","0.576","0.3136024192","0.29","0.262845192","0.1457534919","0.1089918511","0.0705945912","0.0042","0.00604","","0.0000135","0.0000014349","0.0000020071","0.0000016003","","0","0","","8880.8136656968"
"2025-01-22","3593.2438646831","2437.453421092","2343.418707724","358.2303677032","39.1025993062","28.8","8.0129283465","8.6499129953","5.7481254965","6.7995305411","7.2","4.0253997019","1.2","1.1850437944","0.576","0.3136374192","0.47","0.257373192","0.1445576361","0.1119464387","0.0705945912","0.0042","0.0054728","","0.0000165","0.0000014349","0.0000015052","0.0000017052","","0","0","","8845.0237046067"
"2025-01-23","3437.0366288206","2444.1868951626","2220.4649838532","328.7148734095","39.1025996004","28.8","8.0115964823","8.6809291815","5.7418793612","6.816356851","7.2","1.6144779311","1.2","1.1853107197","0.576","0.3133524192","0.3","0.261489192","0.1489602914","0.1083784765","0.0705945912","0.0042","0.005128","","0.000015","0.0000014349","0.0000015052","0.0000017014","","0","0","","8540.5446539849"
"2025-01-24","3582.4573587518","2366.7873055779","2309.188224456","339.38654466","39.1025987386","28.8","8.0106691752","8.6556571637","5.6472130086","6.8322407291","7.2","0.6495245931","1.2","1.1855689665","0.576","0.3136124192","0.32","0.260088192","0.1453141813","0.114012423","0.0705945912","0.0042","0.00526","","0.000015","0.0000019128","0.0000017542","0.000001769","","0","0","","8706.9120080632"
"2025-01-25","3599.9749963784","2322.2727395102","2307.414645672","343.1429014319","39.102600618","28.8","8.0105812005","8.6274514272","5.6541708444","6.8503456496","7.2","4.1278496803","1.2","1.185829583","0.576","0.3138524192","0.33","0.259101192","0.144249426","0.1100761791","0.0705945912","0.0035","0.0047024","","0.000015","0.0000014349","0.0000017591","0.000001769","","0","0","","8685.376208166"
"2025-01-26","4036.4785012273","2363.3463411747","2536.2518841132","404.8286910541","39.1025987792","28.8","8.0098593958","8.6234824285","5.6536453127","6.8661581416","7.2","4.4567523373","1.2","1.1860873753","0.576","0.3138524192","0.34","0.255435192","0.1433538779","0.1058378132","0.0705945912","0.0042","0.0038576","","0.0000140028","0.0000014349","0.0000015057","0.000001769","","0","0","","9453.8171515456"
"2025-01-27","3789.8868161531","2468.3760972847","2393.3972182776","357.482429821","39.1025985131","28.8","8.0097002788","8.6403498203","5.7420253325","6.8815358088","7.2","4.2494341012","1.2","1.1863445148","0.576","0.3139974192","0.33","0.257013192","0.1435029856","0.1120217291","0.0705945912","0.0035","0.0048944","","0.0000165","0.0000014349","0.0000017586","0.000001769","","0","0","","9121.9660956855"
"2025-01-28","3714.8693880818","2483.2039631653","2293.6030874068","373.2520178458","39.1025995015","28.8","8.0099852204","8.7344201416","5.7786209814","6.8978607418","7.2","4.137685498","1.2","1.1866094308","0.576","0.3139124192","0.39","0.261867192","0.150238974","0.1208895156","0.0705945912","0.0035","0.0052216","","0.000018","0.0000019128","0.0000017532","0.000001769","","0","0","","8977.8684857422"
"2025-01-29","3822.6071070265","2486.0490060454","2426.0715285048","356.6497991146","39.102600162","28.8","8.0129687182","8.7062110804","5.7403039521","6.9150430327","7.2","4.0606372447","1.2","1.1868805693","0.576","0.3140374192","0.51","0.258966192","0.1468001655","0.1213579824","0.0705945912","0.0042","0.0048248","","0.0000140028","0.0000014349","0.0000015057","0.0000020355","","0","0","","9204.3088855799"
"2025-01-30","3755.4245026343","2458.5829321387","2338.6309289496","355.749504857","39.1025995595","28.8","8.0184581446","8.6899456227","5.7954907062","6.9330871352","7.2","4.2046389564","1.2","1.187142687","0.576","0.3137524192","0.35","0.262215192","0.1487901263","0.1173974688","0.0705945912","0.0042","0.0052404","","0.0000135","0.0000014349","0.0000015057","0.0000020557","","0","0","","9021.367440085"
"2025-01-31","4182.4614897111","2499.4008343287","2645.4512578848","378.6054688893","39.1026002715","28.8","8.0199204052","8.6711761","5.7644556677","6.9516011591","7.2","4.2577358372","1.2","1.1874130271","0.576","0.3138924192","0.33","0.265632192","0.1508291517","0.1206021295","0.0705945912","0.0042","0.0049652","","0.000015","0.0000014349","0.0000017542","0.0000022481","","0","0","","9818.9106894025"
"2025-02-01","4181.1733229989","2614.7490868728","2603.7062055588","449.2100012088","39.532733339","28.8","8.0135479771","8.6569924034","6.0770082224","7.710068411","7.2","0.0211606443","1.2","1.1984845767","0.576","0.3470721432","0.33","0.2758808544","0.2242546006","0.1997355126","0.0781583016","0","0.0049176","0.5","0","0.0000014349","0.0000020066","0.0000028466","","0","0","","9959.7846375137"
"2025-02-02","3939.4570116058","2519.2019999598","2457.3494088156","424.2301492787","39.5327327825","28.8","8.01067254","8.6255987912","5.9325908137","7.7271282917","7.2","3.3668879828","1.2","1.1987857163","0.576","0.3468121432","0.35","0.2727368544","0.2192498139","0.1193314371","0.0781583016","0","0.0041624","","0","0.0000019128","0.0000015042","0.0000028468","","0","0","","9453.7994237921"
"2025-02-03","3696.4579629391","2606.0153449755","2275.388552418","382.2883597557","39.5327334043","28.8","8.0146872617","8.6526727541","6.078873104","7.7494440137","7.2","4.1786217729","1.2","1.1990851023","0.576","0.3469321432","0.51","0.2766968544","0.2238758239","0.1130099211","0.0781583016","0","0.0055264","","0","0.0000014349","0.0000015052","0.0000029451","","0","0","","9074.8865428307"
"2025-02-04","3664.5495669267","2601.820502946","2278.0786079148","373.0902621737","39.5327350685","28.8","8.0114931824","8.6499563891","6.1222673843","7.7748460148","7.2","3.9342780931","1.2","1.1993862827","0.576","0.3470971432","0.33","0.2732228544","0.1777123501","0.1133894651","0.0781583016","0","0.005874","","0","0.0000014349","0.0000015052","0.0000030223","","0","0","","9031.8653624529"
"2025-02-05","3560.7561692799","2642.0406633594","2212.51705809","334.172906613","39.5327342892","28.8","8.0122923212","8.6490651748","6.0055967843","7.7888278779","7.2","3.7572716953","1.2","1.1996794144","0.576","0.3469121432","0.5","0.2717918544","0.175190091","0.1136376239","0.0781583016","0","0.0052776","","0","0.0000014349","0.0000020076","0.0000035782","","0","0","","8863.6992395342"
"2025-02-06","3386.1597821052","2675.7247129343","2115.9972138248","264.6440029087","39.5327340501","28.8","8.0107223758","8.6600770664","6.1012439402","7.820658989","7.2","0.6262927077","1.2","1.1999763475","0.576","0.3469171432","0.35","0.2763998544","0.1806324267","0.1093717907","0.0781583016","0","0.0047648","","0","0.0000019128","0.0000015057","0.0000036476","","0","0","","8553.5996686324"
"2025-02-07","3654.1350319167","2674.3865937218","2221.9136847404","337.467729703","39.5327334555","28.8","8.0121861012","8.6557148873","6.1256233094","7.8328788354","7.2","0.619494637","1.2","1.20027735","0.576","0.3469071432","0.33","0.2777258544","0.1830929886","0.1080067459","0.0781583016","0","0.0048092","","0","0.0000014349","0.0000015057","0.0000039105","","0","0","","8998.9866557425"
"2025-02-08","4315.4990877003","2581.8311816896","2545.3925679956","478.9102592917","39.5327328409","28.8","8.0116038127","8.6300402838","6.0503209718","7.8490169991","7.2","0.6093469022","1.2","1.2005813512","0.576","0.3465321432","0.37","0.2797388544","0.1829562553","0.1048705147","0.0781583016","0","0.0039608","","0","0.0000014349","0.0000017542","0.0000039105","","0","0","","10032.6589638077"
"2025-02-09","4335.8482452525","2538.0342074055","2579.782763808","473.2659534211","39.5327335486","28.8","8.0097902877","8.6358790242","5.9899886252","7.8668334221","7.2","0.6130109748","1.2","1.200886768","0.576","0.3470321432","0.33","0.2796998544","0.185950716","0.1065955071","0.0781583016","0.0035","0.003374","","0.000015","0.0000014349","0.0000012572","0.0000039105","","0","0","","10037.8906246626"
"2025-02-10","3952.1936578491","2672.9422754808","2369.5471899148","425.1935679137","39.5327330845","28.8","8.0119447878","8.6804507434","6.1862920337","7.8867456857","7.2","3.3113729623","1.2","1.2011932988","0.576","0.3469371432","0.33","0.2798018544","0.185620576","0.1052966536","0.0781583016","0.0042","0.005196","","0.0000135","0.0000014349","0.0000020076","0.0000039105","","0","0","","9533.7986551364"
"2025-02-11","3731.899221216","2674.1288332052","2267.9006977744","403.5836353419","39.5327345963","28.8","7.9314549641","8.7038971525","6.024608995","7.9085528567","7.2","4.2762164385","1.2","1.2015000104","0.576","0.3469171432","0.33","0.2797088544","0.1863396405","0.1160002838","0.0781583016","0.0042","0.0051304","","0.000015","0.0000014349","0.0000015052","0.0000039105","","0","0","","9192.2138290251"
"2025-02-12","3924.106520012","2721.9142325784","2405.6323101992","424.2847125477","39.5327336969","28.8","7.8928174088","8.6654086745","6.0557316714","7.9269474829","7.2","3.3695660352","1.2","1.2018089565","0.576","0.3470771432","0.53","0.2798648544","0.1567369641","0.1091590872","0.0781583016","0.0042","0.0049624","","0.0000135","0.0000019128","0.0000015052","0.0000038482","","0","0","","9589.8689687802"
"2025-02-13","4555.9418911494","2745.0561886167","2752.6172615408","461.4036646739","39.5327330381","28.8","7.8903410612","8.6643453904","6.1535163215","7.9426493218","7.2","3.9273429808","1.2","1.2021133003","0.576","0.3470321432","0.33","0.2785088544","0.1558338885","0.1078748987","0.0781583016","0.0028","0.0049336","","0.000015","0.0000014349","0.0000017542","0.0000039551","","0","0","","10629.4132112255"
"2025-02-14","5309.864231374","2764.9547976238","3101.0706463148","532.9491793031","39.5327337743","28.8","7.8943709315","8.6645412063","6.1235462814","7.9644200996","7.2","4.0832079721","1.2","1.202417933","0.576","0.3466671432","0.33","0.2795168544","0.1579095444","0.1049945211","0.0781583016","0.0042","0.005286","","0.0000105","0.0000014349","0.0000015047","0.0000041013","","0","0","","11823.3868427195"
"2025-02-15","4614.9677207957","2626.5773050936","2712.3721467848","478.0855356157","39.5327335285","28.8","7.8877447679","8.6400434006","6.0626936113","7.9782392787","7.2","4.5625237047","1.2","1.202721623","0.576","0.3465321432","0.32","0.2760308544","0.1547009418","0.1022979034","0.0781583016","0.0042","0.0034832","","0.000012","0.0000019128","0.0000020071","0.0000041576","","0","0","","10546.9308316264"
"2025-02-16","4601.3603701098","2596.7779791883","2715.5172674292","504.2070127907","39.5327337687","28.8","7.8875554036","8.6399346604","6.025763743","7.9953347565","7.2","4.5220524984","1.2","1.2030239508","0.576","0.3466621432","0.35","0.2757218544","0.1547174372","0.1146428587","0.0781583016","0.0035","0.0033792","","0.0000135","0.0000014349","0.0000012572","0.0000041576","","0","0","","10532.7718304442"
"2025-02-17","4295.2854445402","2723.2100514258","2555.5094861644","480.185102655","39.5327347762","28.8","7.8907460408","8.6639538829","6.071502181","8.0133996029","7.2","3.6184038373","1.2","1.2033283148","0.576","0.3466471432","0.33","0.2791838544","0.1585695861","0.1139860908","0.0781583016","0.0042","0.0043772","","0.0000155028","0.0000019128","0.0000017542","0.0000042651","","0","0","","10168.2752990323"
"2025-02-18","4160.9173423066","2704.9556813384","2526.9646151904","435.5692964551","39.5327345106","28.8","7.8864302723","8.6916109531","6.1378530893","8.0333251086","7.2","4.4521636591","1.2","1.2036326395","0.576","0.3467771432","0.33","0.2945179968","0.1557037543","0.1793399749","0.0781583016","0.0042","0.0045048","","0.0000135","0.0000014349","0.0000015057","0.0000046547","","0","0","","9943.5139085891"
"2025-02-19","4306.5507385376","2703.678628542","2586.7128469332","451.655854131","39.5327335118","28.8","7.8865175468","8.6680841598","6.1228094444","8.0488640813","7.2","3.6792500716","1.2","1.2039374815","0.576","0.3469421432","0.51","0.3159421392","0.1576648809","0.1186739492","0.0781583016","0.0042","0.0058392","","0.000012","0.0000014349","0.0000017537","0.0000048678","","0","0","","10163.0537051115"
"2025-02-20","4479.3027201072","2709.9700118502","2767.942961542","467.9128237367","39.5327338805","28.8","7.8948727755","8.6629944898","6.1845954707","8.066352353","7.2","2.8695796212","1.2","1.2042449006","0.576","0.3466471432","0.33","0.3176671392","0.1593533457","0.1104652659","0.0781583016","0.0042","0.0052552","","0.0000105","0.0000019128","0.0000017591","0.0000048678","","0","0","0","10538.6716561627"
"2025-02-21","4277.8434199786","2761.0628174562","2598.4970153208","433.7592560332","39.5327339645","28.8","7.8895454302","8.6821015521","6.1528516745","8.0883812753","7.2","3.760728953","1.2","1.2045526203","0.576","0.3465121432","0.35","0.3156571392","0.1563823927","0.1041943055","0.0781583016","0.0049","0.005238","","0.000012","0.0000019128","0.0000017542","0.0000051733","","0","0","","10185.6104673812"
"2025-02-22","4235.3501386265","2627.310708263","2526.0223169748","449.9149810107","39.5327338579","28.8","7.883452456","8.6387833748","5.9671688692","8.1041465783","7.2","4.053131156","1.2","1.2048449196","0.576","0.3467521432","0.33","0.3110341392","0.1483018507","0.1020884365","0.0781583016","0.0035","0.0040856","","0.000012","0.0000014349","0.0000015057","0.0000051733","","0","0","","9953.0823466719"
"2025-02-23","4349.0682401962","2655.1557970992","2575.6871999312","474.2387137058","39.5327342305","28.8","7.8853194052","8.6415479746","6.074887044","8.1209975079","7.2","3.6719765412","1.2","1.205139023","0.576","0.3466271432","0.33","0.3135151392","0.1513589309","0.1051625474","0.0781583016","0.0042","0.0039088","","0.0000105","0.0000014349","0.0000017591","0.0000051733","","0","0","","10168.3915023884"
"2025-02-24","4194.8619725132","2799.0395230498","2449.7471497512","421.1424731138","39.5327332001","28.8","7.8909386316","8.6801611744","6.1877125899","8.141438866","7.2","3.0035102071","1.2","1.2054374031","0.576","0.3466421432","0.33","0.3159151392","0.1540439034","0.1068205259","0.0781583016","0.0028","0.004872","","0.000012","0.0000019128","0.0000015057","0.0000052836","","0","0","","9978.5483232156"
"2025-02-25","4230.4924225779","2852.8948004652","2473.7654275108","404.2573978232","39.5327339888","28.8","7.8910869598","8.6688621695","6.1733865379","8.157145803","7.2","3.951153641","1.2","1.2057443664","0.576","0.3465371432","0.34","0.3180721392","0.1566568068","0.1076007771","0.0781583016","0.0035","0.0054432","","0.000012","0.0000014349","0.0000015057","0.000005293","","0","0","","10076.122150445"
"2025-02-26","4188.374527881","2698.6736465518","2433.981932122","417.9202769803","39.5327334908","28.8","7.8871650152","8.6473111328","6.0172387918","8.1739295209","7.2","4.0206048416","1.15","1.2060441223","0.576","0.3465021432","0.65","0.3165241392","0.1547904526","0.1068254068","0.0781583016","0.0042","0.0048112","","0.000009","0.0000014349","0.0000015057","0.0000052605","","0","0","","9853.823239295"
"2025-02-27","4149.1331924128","2820.5627706166","2369.949259158","384.2645433953","39.5327331441","28.8","7.886410961","8.6472344597","6.1231801748","8.1920974193","7.2","4.6955702583","1.2","1.2063486693","0.576","0.3448271432","0.57","0.3173791392","0.1567907595","0.0705526967","0.0781583016","0.0035","0.0053012","","0.0000105","0.0000014349","0.0000015052","0.0000052603","","0","0","","9839.5158686098"
"2025-02-28","4086.8883913232","2829.3477606481","2372.441791562","384.3914423739","39.5327338918","28.8","7.8875839732","8.6994699395","6.1942572331","8.2098303705","7.2","3.9679177617","1.2","1.2066601019","0.576","0.3459471432","0.59","0.3213991392","0.1607868673","0.0483968029","0.0781583016","0.0042","0.0051904","","0.000012","0.0000014349","0.0000015057","0.0000051779","","0","0","","9788.0979379516"
"2025-03-01","4328.0371445429","2576.1456652803","2559.7027931404","409.434405416","39.1025983769","28.8","7.8876891255","8.6564656646","5.7680229302","7.432447906","7.2","0.0204560066","1.2","0.158508","0.576","0.3132524192","0.33","0.301583256","0.2312785391","0.1145685173","0.0705945912","0","0.004742","0.1","0","0.0000009566","0.0000015057","0.0000046754","","0","0","","9981.5882228499"
"2025-03-02","4529.9722455133","2575.1022600214","2669.4275094512","432.765856597","39.1026001676","28.8","7.8853769106","8.6561108471","5.8177260645","7.4488064629","7.2","4.3613950936","1.2","1.1956304794","0.576","0.3132274192","0.33","0.308024256","0.2330577941","0.1143161278","0.0705945912","0","0.0036616","","0","0.0000014349","0.0000015057","0.0000046754","","0","0","","10320.8844070129"
"2025-03-03","4288.9589563312","2683.099763467","2580.6879227804","393.1131431785","39.1025990246","28.8","7.8972733304","9.772947707","6.319205486","7.4652487154","7.2","3.4677671959","1.2","1.1959091989","0.576","0.3133574192","0.5","0.306038256","0.232265706","0.132208996","0.0705945912","0","0.0057204","","0","0.0000019128","0.0000015057","0.0000046754","","0","0","0","10060.4169298776"
"2025-03-04","4108.5131585288","2698.3314720595","2324.635271372","356.2830450104","39.102599401","28.8","7.8887683014","10.4316313471","6.5348628759","7.4818945851","7.2","3.7383836769","1.2","1.1961881656","0.576","0.3132074192","0.33","0.307217256","0.1876174756","0.1130373984","0.0705945912","0","0.0049764","","0","0.0000014349","0.0000015057","0.0000046754","","0","0","","9603.2399334801"
"2025-03-05","4141.1245899861","2697.624308929","2343.975727178","370.5107551276","39.1026010257","28.8","7.8872864006","10.4066104139","6.4999088322","7.4979208699","7.2","4.437135198","1.2","1.1964672358","0.576","0.3134674192","0.53","0.304595256","0.183545695","0.1086155167","0.0705945912","0","0.0053804","","0","0.0000009566","0.0000015057","0.0000046182","","0","0","","9669.5555171554"
"2025-03-06","4270.5318572957","2632.69624424","2387.214186834","385.3877898929","39.102599537","28.8","7.8887030272","10.3901416962","6.4931329076","7.5150567209","7.2","4.4349472482","1.2","1.1967410947","0.576","0.3133224192","0.33","0.302693256","0.1838012544","0.4091214702","0.0705945912","0","0.0046468","","0","0.0000014349","0.0000015057","0.000004607","","0","0","","9792.241587833"
"2025-03-07","4186.2018757648","2721.5099540632","2372.3530216372","374.8616238738","39.1025995597","28.8","7.8865138593","10.3865568357","6.4953428413","7.5334467666","7.2","3.6345441075","1.15","1.1970138566","0.576","0.3132024192","0.33","0.304865256","0.1851657056","0.1252988818","0.0705945912","0","0.0049628","","0","0.0000009566","0.0000012572","0.0000047126","","0","0","","9770.2225897459"
"2025-03-08","4443.6620631632","2592.4722241204","2568.1635384704","436.4142427683","39.1025989407","28.8","7.8874768938","10.3710124069","6.4720607374","7.5468321224","7.2","1.0329312897","1.2","1.1972972026","0.576","0.3130724192","0.33","0.308963256","0.1911484407","0.1046470783","0.0705945912","0","0.0044036","","0","0.0000014349","0.0000012523","0.0000046276","","0","0","","10153.421114816"
"2025-03-09","4594.3806121582","2531.8144759258","2654.0704720088","466.2129997333","39.1025993361","28.8","7.8871774843","10.3619713513","6.3855774703","7.5623533711","7.2","4.6141215072","1.2","1.1975783239","0.576","0.3130724192","0.36","0.301049256","0.1815772144","0.0992826091","0.0705945912","0","0.0035252","","0.0000075","0.0000009566","0.0000012572","0.0000046276","","0","0","","10362.6950543016"
"2025-03-10","4194.4896948531","2705.8932591499","2362.5862970684","371.1730878115","39.1025988821","28.8","7.886434948","10.4882935528","6.5243114004","7.5789339976","7.2","2.9113609254","1.2","1.1978537196","0.576","0.3129524192","0.35","0.304556256","0.1865987993","0.1075403035","0.0705945912","0.0042","0.0049356","","0.0000075","0.0000014349","0.0000015052","0.0000045787","","0","0","","9748.9495192968"
"2025-03-11","4313.6274796788","2686.4788910637","2403.6461060904","392.2688667638","39.1025989475","28.8","7.88947069","10.3920006579","6.5188145077","7.5979268411","7.2","4.1529660788","1.2","1.198125464","0.576","0.3131474192","0.33","0.302444256","0.1542846034","0.1106911374","0.0705945912","0.0035","0.0051344","","0.0000075","0.0000014349","0.0000010038","0.000004524","","0","0","","9911.9390576536"
"2025-03-12","4279.0618859053","2651.6183521174","2389.459953214","372.8216192001","39.102598904","28.8","7.8881149077","10.3938432132","6.4694318361","7.6128108933","7.2","4.0588806412","1.2","1.1983984353","0.576","0.3130974192","0.51","0.302684256","0.1542242791","0.1065702582","0.0705945912","0.0035","0.0052072","","0.000006","0.0000009566","0.0000015057","0.0000043332","","0","0","","9808.9277800668"
"2025-03-13","4464.4417240552","2674.9954384824","2468.247985124","406.0034000852","39.1025987161","28.8","7.8850735816","9.421509776","6.1143366646","7.6288544117","7.2","4.3664993096","1.2","1.1986731518","0.576","0.3001691934","0.35","0.301178256","0.1519927391","0.1099631634","0.0705945912","0.0028","0.0053808","","0.0000075","0.0000014349","0.0000012523","0.000004277","","0","0","0","10128.4741865655"
"2025-03-14","4408.0869546581","2609.7021995137","2492.8010648272","422.1124943945","39.1025991707","28.8","7.8860521791","8.644064674","5.7609594929","7.6450247645","7.2","3.9690070383","1.2","1.1989386154","0.576","0.3129524192","0.33","0.301430256","0.1540320568","0.1107469905","0.0705945912","0.0042","0.0052456","","0.000009","0.0000009566","0.0000012572","0.0000042004","","0","0","","10045.9745766563"
"2025-03-15","4311.3119870786","2615.6084447973","2433.9687332476","390.2147263071","39.1025991266","28.8","7.888621436","8.6399219475","5.8004176986","7.660951699","7.2","3.1230187907","1.2","1.1992103994","0.576","0.3131974192","0.33","0.302144256","0.1538719631","0.1287583078","0.0705945912","0.0042","0.0048692","","0.000009","0.0000009566","0.0000010038","0.0000042004","","0","0","","9863.6022834265"
"2025-03-16","4410.9852000319","2585.5422105728","2537.267409322","414.7288360225","39.1025994168","28.8","7.8851682872","8.6415128779","5.8110437124","7.6769954165","7.2","4.5035175058","1.2","1.1994832856","0.576","0.3131974192","0.34","0.299360256","0.1544704462","0.1119333124","0.0705945912","0.0042","0.0035852","","0.0000075","0.0000014349","0.0000015052","0.0000042004","","0","0","","10062.4173323169"
"2025-03-17","4305.2450572523","2715.6860084235","2381.3112035128","381.4317885265","39.1025983034","28.8","7.8857115072","8.6629661432","5.8138131073","7.6939726489","7.2","4.7102376077","1.2","1.1997526613","0.576","0.3129624192","0.33","0.298205256","0.1527359642","0.1132480013","0.0705945912","0.0063","0.0052044","","0.000008","0.0000014349","0.0000012523","0.0000042004","","0","0","","9897.8083752136"
"2025-03-18","4170.877319251","2729.9864627324","2342.049482826","376.0180452885","39.1025992287","28.8","7.8865583716","8.7007294196","5.8645477162","7.7150111643","7.2","4.5297627437","1.2","1.2000197138","0.576","0.3125924192","0.35","0.298355256","0.1517580491","0.1226383487","0.0705945912","0.0042","0.0054868","","0.0000035","0.0000004782","0.0000007553","0.0000042004","","0","0","","9733.0221728539"
"2025-03-19","4037.5771548921","2754.8457290538","2252.4639499612","357.7979451318","39.1025993202","15.47877528","7.8855021157","8.6660371018","5.8036986426","7.7368994912","7.2","4.6628149701","1.2","1.2002902655","0.576","0.3125124192","0.52","0.296288256","0.1519503203","0.1147048017","0.0705945912","0.0021","0.0055596","","0.000002","","","0.0000041636","","0","","","9503.671112378"
"2025-03-20","4171.6209227079","2813.1969182037","2329.1911497012","354.9966347373","39.1800722401","4.8","7.8836574289","8.6990516232","5.9536018407","7.7568245807","7.2","4.649014646","1.2","1.2005599277","0.576","0.3125374192","0.32","0.302957256","0.1551445343","0.1006675673","0.0705945912","","0.0058204","","","","","0.0000042546","","0","","","9759.37213366"
"2025-03-21","4094.5608592849","2779.3373333578","2285.110716042","334.4300447273","39.1871158644","4.8","7.8823338174","8.6554243218","5.8916129777","7.7744918028","7.2","4.2715805647","1.2","1.2008334115","0.576","0.3124474192","0.34","0.299951256","0.155461626","0.0994232683","0.0744685993","0.0035","0.00513","","","","","0.0000042308","","0","0","","9583.3687325719"
"2025-03-22","4541.4221495282","2713.2290197055","2447.3657110628","412.1447488338","39.187115037","4.8","7.8819353271","8.6439936812","5.8567986785","7.7938616013","7.2","4.3283329923","1.2","1.2011098539","0.576","0.3124474192","0.32","0.300575256","0.155406185","0.1001912188","0.0770973072","","0.0052232","","","","","0.0000042122","","0","","","10204.1017211"
"2025-03-23","4619.0448074257","2693.6010940507","2503.7189019756","387.4716067246","39.1871147021","4.8","7.8848812841","8.6419079267","5.849866326","7.8145578982","7.2","4.6988598818","1.2","1.2013836695","0.576","0.3124474192","0.32","0.302762256","0.1567443882","0.0999705853","0.0770973072","","0.0049152","","","","","0.0000042122","","0","","","10294.1649232331"
