"Service","Relational Database Service($)","EC2-Instances($)","EC2-Other($)","API Gateway($)","DynamoDB($)","CloudWatch($)","DocumentDB (with MongoDB compatibility)($)","S3($)","DynamoDB Accelerator (DAX)($)","Lambda($)","Elastic Load Balancing($)","OpenSearch Service($)","VPC($)","Elastic Container Service for Kubernetes($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SES($)","Route 53($)","Athena($)","Key Management Service($)","Cost Explorer($)","Service Catalog($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudWatch Events($)","CloudFormation($)","X-Ray($)","Total costs($)"
"2025-03-22","6488.5657868136","1307.2083901495","979.6022599607","230.9362931153","116.0436807316","97.9734765774","56.0059952402","72.1670303759","43.344","31.8043455422","38.798787321","45.9289210766","14.9414039008","4.8","4.3012054816","1.642167012","0.712712023","0.2746704","","0.066331128","0.08","","0.0053292","0.0002105935","","","","0","0","0","","","9535.2029966429"
"2025-03-23","6493.0330319079","1305.5626853425","959.2319205556","209.98744522","114.9942124704","96.0578602125","56.0051376005","72.234313916","43.344","29.924460117","36.3199385761","45.9289197989","14.2368957863","16.8","4.3019004816","1.642167012","0.7633238975","0.2712796","","0.066445128","0.08","","0.0053316","0.0000445175","","","","0","0","0","","","9500.7913137403"
"2025-03-24","6490.9101918768","1315.0008094399","963.0181194642","231.912429594","115.9078981613","94.0376829981","56.0221748483","71.9483426059","43.344","31.8973278567","38.5966176729","45.9289200276","14.7749563177","16.8","4.3001454816","1.642167012","1.1088375162","0.2818556","0.14228","0.066550128","0.1","","0.0060744","0.0002966271","","","","0","0","0","","","9537.7476776283"
"2025-03-25","6515.3348252978","1276.2153878503","948.0347626531","221.4630903489","115.6775290865","87.8374581157","56.019957103","70.6914854458","43.344","30.9511004122","37.3548885108","45.9289126203","14.6268616985","16.8","4.3011954816","1.6425739483","1.3403208164","0.2870592","0.053715","0.066472128","0.08","0.0014","0.0061024","0.0016366113","","","","0","0","0","","","9488.0607347285"
"2025-03-26","6487.0799099613","1319.7772402825","977.8215471488","254.7852664505","117.9123871447","75.6085155193","56.0149575194","71.9267373519","43.344","33.9529696811","41.4811388016","45.9289205928","15.6692774067","16.8","4.3023254816","1.6436080848","1.2522035347","0.2942936","","0.066547128","0.08","0.0014","0.006126","0.0018232887","","","","0","0","0","","","9565.7511949784"
"2025-03-27","6413.1763845033","1324.022019689","949.6601484541","232.5926072557","116.9892468064","72.9297398095","56.0961625169","71.9237544504","43.344","31.9231366285","37.7453086336","45.9289217997","14.7894065509","16.8","4.3014104816","1.6449468735","0.7222004198","0.2933812","0.25425","0.066328128","0.1","","0.0060848","0.0008333496","","","","0","0","0","","","9435.3102723505"
"2025-03-28","6393.9784940935","1317.2599961477","933.2258989971","225.1420178319","115.9040556485","72.0764847835","56.0372100125","71.8448602462","43.344","31.2484042557","36.8777961693","45.9289215392","14.7795548425","16.8","4.2482596752","1.6486645512","0.7516050584","0.2815908","","0.066826128","0.08","","0.0060696","0.0019543123","","","","0","0","0","0","","9381.5326646927"
"2025-03-29","6398.8630128843","1276.7069750206","928.8403925754","217.0419207705","115.696823633","70.8427527706","56.006498468","71.8303104803","43.344","30.546432146","35.7178985375","45.928921464","14.4796697105","16.8","4.3008754816","1.6486645512","0.5622459774","0.2697396","","0.067210128","0.08","","0.0052776","0.0002936278","","","","0","0","0","","","9329.5799154267"
"2025-03-30","6401.3691836866","1273.0585286998","914.17484549","211.5820119","115.0085760447","70.1857977529","56.0036016215","71.8161787305","43.344","30.0528809618","34.6896651188","45.9289220507","14.2467006866","16.8","4.3008054816","1.6486645512","0.7697213024","0.2663688","","0.067201128","0.1","","0.0052988069","0.0002135867","","","","0","0","0","","","9305.4191664007"
"2025-03-31","6412.1775223217","1300.6196421853","921.6067851473","213.664176944","115.6397759926","70.5503448443","55.9978020815","71.9039920676","43.344","30.2376324587","35.1252142421","45.9289416784","14.44559619","16.8","4.3011904816","1.6486645512","0.3907029738","0.291724","","0.067327128","0.08","","0.005778","0.0002105843","","","","0","0","0","","","9354.8270238724"
"2025-04-01","6460.0206241216","1300.847487776","968.0625852444","377.7838828322","71.1542675539","95.5153579582","53.5299073573","70.4748064086","43.344","32.3341423411","41.9941578987","46.1270961222","15.8704670447","16.8","4.3865666656","1.7048581707","0.0098947894","2.2818808","","0.0674046672","0.08","","0.0057016","0.0000046539","","","","0","0","0","","","9602.3950940057"
"2025-04-02","6393.6424613293","1252.8438601634","958.7655183277","343.966721443","73.6070621769","91.7432654401","48.11047672","71.1699307942","43.344","30.6086883682","38.2754085798","46.1270952198","15.1671657394","16.8","3.9011716656","1.7098867059","0.8648273581","0.2910216","","0.0697206672","0.08","","0.0041616","0.0057283403","","","","0","0","0","","","9431.0981722389"
"2025-04-03","6320.2153179131","1245.4732499122","958.6805644126","331.2730195826","57.4720860665","90.250200613","48.1144348609","71.3484278774","43.344","30.9663008347","37.2025231029","46.1270960229","14.8931848595","16.8","3.7969466656","1.7186347514","0.9529082016","0.3350916","","0.0697626672","0.1","","0.0035816","0.0169582233","","","","0","0","0","","0","9319.1542897674"
"2025-04-04","5899.2563033292","1234.7382185491","965.7949111064","269.9166271862","57.3046781213","89.8420690396","48.1159261393","71.4761812759","43.344","31.065663218","36.6463764229","46.1270954912","14.779070889","16.8","3.7956866656","1.7231857056","0.9840980669","0.328766","0.098485","0.0697596672","0.1","","0.0035576","0.0295306604","","","","0","0","0","","","8832.3401901338"
"2025-04-05","5390.413984996","1226.2023439011","968.8024317497","266.9726881954","57.1110373159","94.149548872","48.1170089802","71.459280368","43.344","31.4123820592","36.7355724322","46.1270955846","14.8230433911","16.8","3.7961466656","1.7231857056","1.0215661889","0.3210764","","0.0694956672","0.1","0","0.0035552069","0.0004456975","0.000000479","","","0","0","0","","","8319.5058898561"
"2025-04-06","5397.301509001","1224.0091019208","962.6397195918","251.164032","57.0467604001","94.3294649958","48.1161788846","71.4476863038","43.344","30.1807505255","34.5646585868","46.1270959625","14.3385803639","16.8","3.7955666656","1.7231857056","0.8841660681","0.3175932","","0.0693546672","0.08","","0.003556","0.0002431126","","","","0","0","0","","","8298.2832039557"
"2025-04-07","5377.0217428407","1221.9393300525","975.9731918035","269.37308678","57.3890616601","96.7320781557","48.1094370857","71.3694346893","43.344","31.6244259188","37.3542204495","46.1270967663","15.0467164279","14.06807125","3.7964416656","1.7234287872","0.9642402358","0.3343684","0.359315","0.0695166672","0.08","","0.0036216","0.0195268854","","","","0","0","0","","","8312.8223531212"
"2025-04-08","5197.7851094008","1203.5118089084","964.0010226469","281.2981969583","58.0605543819","97.7533809144","48.0879564084","71.2545331125","43.344","32.5504061178","38.7175684963","46.1270703189","15.4225488415","4.8","3.7407866656","1.7262067646","0.8352411853","0.328438","","0.0693846672","0.1","","0.0035664","0.0039809849","","","","0","0","0","","","8109.5217611737"
"2025-04-09","5063.6725778249","1204.5833452594","964.9318830546","277.1622185983","57.567972132","97.4845122333","48.088362365","71.3244488723","43.344","32.2159239045","38.3640986646","46.1270683679","15.2792687075","4.8","3.7415016656","1.7324459022","0.7678557806","0.32114","","0.0693546672","0.1","0","0.0035876069","0.0004051752","","","","0","0","0","","","7971.681970782"
"2025-04-10","5116.2680621017","1187.9780353419","963.7026816914","269.1062215982","57.8750225921","96.8399523226","48.088559587","71.839632859","43.344","32.4964813305","38.5264507064","46.1270687678","15.3791243708","4.8","3.7968916656","1.7338767048","1.4424606807","0.3242604","9.561865","0.0695226672","0.08","0","0.0036376069","0.0002576122","0.000000479","","","0","0","0","","","8009.3840660858"
"2025-04-11","5101.5202882047","1153.3769887425","967.9648707485","234.0771109936","57.8962152246","95.6232950371","48.0871524328","71.5229665409","43.344","32.0663260711","37.9540815363","46.1270694015","15.1715113491","4.8","3.7965266656","1.7338767048","0.9525404752","0.331502","","0.0695136672","0.09","0","0.0035836069","0.0003351457","","","","0","0","0","","","7916.5097545481"
"2025-04-12","5110.1817557302","1126.235303146","972.2927364956","264.0998771353","58.3771659599","98.7666903972","48.0888630594","71.5826240891","43.344","34.730447876","42.3317057848","46.1270707488","16.3618118321","4.8","3.7968116656","1.7338767048","1.456830845","0.331012","","0.0694806672","0.08","","0.0035672","0.0005427354","","","","0","0","0","","","7944.7921740724"
"2025-04-13","5117.0330352299","1115.0681796044","929.1252068309","217.8138158","57.0405683928","92.1372370314","48.0896251047","71.6758749769","43.344","30.6241770335","33.6160212389","46.1270689756","14.2264492953","4.8","3.7956816656","1.7338767048","0.7660177459","0.3166916","","0.0697356672","0.08","0","0.0035484069","0.0003901593","0.000000479","0.0000002499","","0","0","0","","","7827.4872021929"
"2025-04-14","5430.3578026794","1131.4185762646","936.8129991744","215.1985898921","57.3202368023","92.488682065","48.0883525177","71.7013056148","43.344","30.3689370687","33.4843321337","46.1270760094","14.4815031035","4.8","3.7956616656","1.7338767048","0.780240783","0.3242628","","0.0693546672","0.11","","0.003582","0.0002936193","","","","0","0","0","","","8162.8096655655"
"2025-04-15","5418.453247197","1124.73831749","941.5079228741","220.7817222476","57.5983181548","93.2135788695","48.0890762879","71.8704668729","43.344","30.9094379769","34.1353533557","46.1270841487","14.8098765112","4.8","3.7412566656","1.7340829398","0.519351402","0.3210716","2.84776","0.0699966672","0.08","0","0.0036024","0.0003007397","0.0000009582","","","0","0","0","","","8159.6958253588"
"2025-04-16","5360.052563733","1083.8638280296","936.5167581733","215.3528111074","57.1124223029","92.1069823403","48.0871585211","71.6561658914","43.344","30.4310505416","32.9854959158","46.1270837815","14.4321952804","4.8","3.7961216656","1.7367526595","0.4422542502","0.325976","","0.0696456672","0.08","0","0.0035828069","0.0009939907","0.000000479","0.0000002499","","0","0","0","","","8043.3238433873"
"2025-04-17","5376.2055205547","1087.0323378096","935.0417040395","217.9754454478","57.3642243561","92.7093813217","48.086018358","71.768219271","43.344","30.6585112852","33.2595467734","46.1270848777","14.525123178","4.8","3.7962966656","1.7419948259","1.1245942327","0.3294164","","0.0696576672","0.1","","0.0035896","0.0028356078","","","","0","0","0","","0","8066.0655022719"
"2025-04-18","5374.0344360175","1068.6546224319","932.768352217","210.5167700321","56.9479891389","91.0550446121","48.0866492179","71.6254152187","43.344","30.001519055","32.3865028083","46.127084088","14.1908708241","4.8","3.7959316656","1.7428351944","0.7218145874","0.3242164","","0.0694836672","0.08","","0.0035648","0.0014019162","","","","0","0","0","","","8031.2785038923"
"2025-04-19","5344.9982183617","1045.2220633522","934.5428751299","207.57059568","56.87748577","90.2168319454","48.0864895036","71.5336113751","43.344","29.7445360394","31.8850184595","46.1270846756","14.0675847009","4.8","3.7964016656","1.7428351944","0.7701224882","0.3100184","","0.0696126672","0.08","","0.0035468069","0.000844637","","","","0","0","0","","","7975.7897768526"
"2025-04-20","5347.978740893","1048.1286167991","921.2494097101","205.0660037568","56.7842312835","90.0785061276","48.0867689327","71.6422260649","43.344","29.508943381","31.5175853094","46.1270859367","13.9544894546","4.8","3.7960316656","1.7428351944","0.788838132","0.314228","","0.0697116672","0.1","","0.0035516","0.001090425","","","","0","0","0","","","7965.0828943336"
"2025-04-21","5354.0004818421","1057.3286645132","918.4594836761","209.4595914397","56.9312797661","91.5488779878","48.0874197497","72.4126759256","43.344","29.8974038443","32.4445153678","46.127085607","14.2236265927","4.8","3.7961566656","1.7428351944","0.8081302619","0.3193196","2.145885","0.0696306672","0.08","","0.0035604","0.0017931982","","","","0","0","0","","","7988.0324172994"
"2025-04-22","5357.0458663987","1038.8385475911","898.560416893","201.5130654071","57.0996507895","97.7834115468","48.0878380696","71.6011980279","41.538","29.1752278684","31.7020577991","46.1270844798","14.0549369877","4.8","3.7960416656","1.7435263001","0.7578973891","0.3207936","3.050735","0.0697536672","0.1","","0.0035724","0.0016074194","","","","0","0","0","","0","7947.7712293001"
"2025-04-23","5359.2414015731","1037.8423978496","910.3248066934","212.4129056752","57.1115838733","92.0573168126","48.0882143903","71.5949152996","43.344","30.1767261704","32.5631948661","46.1270856621","14.2395013425","4.8","3.7424916656","1.7453216736","0.9349708339","0.3164608","","0.0694866672","0.08","","0.0035868","0.0030810036","","","","0","0","0","","","7966.8194496521"
"2025-04-24","5475.9283150766","1014.5679671191","902.2574337071","218.1224393299","57.635320785","92.2160533799","48.0883682633","71.5253774178","43.344","30.6719232914","33.4179235038","46.127084352","14.4443138913","4.8","3.8058066656","1.7453216736","0.8297460707","0.3043268","","0.0714636672","0.12","0","0.0036305511","0.0007752952","0.0000009657","0.0000010336","","0","0","0","","","8060.0275928399"
"2025-04-25","5624.1520469229","1008.4453016563","866.0095042421","210.0028182092","56.9758850352","89.8615341053","48.089788885","71.3502776571","43.344","29.9382971733","32.2326552954","46.1270803901","14.1595177879","4.8","3.8315916656","1.7453216736","0.8518264617","0.2927692","","0.0742476672","0.11","0","0.0037404806","0.0081524703","0.0000019419","0.0000021089","","0","0","0","","","8152.4063610296"
"2025-04-26","5577.8770856483","985.7748270227","855.9602249362","200.08239454","56.8419704075","87.0820087889","48.0964079607","71.3329033176","43.344","29.0539423736","30.6190555366","46.1270805509","13.6997786271","4.8","3.8217616656","1.7453216736","1.0221053738","0.2840492","","0.0724506672","0.1","0","0.0036823566","0.0005306083","0.0000014561","0.0000015788","","0","0","0","","","8057.7415842901"
"2025-04-27","5568.9402846548","986.391165712","854.4000767709","195.88221338","56.9001877506","67.5522419002","48.0972195766","71.2463587214","43.344","28.6655191673","30.3299222158","46.1270793049","13.532665173","4.8","3.8063366656","1.7453216736","0.8099216127","0.2795408","","0.0724506672","0.1","0","0.0036009168","0.0004381429","0.000001443","0.0000017886","","0","0","0","","","8023.0265480379"
"2025-04-28","5593.6649548388","1002.9620496555","858.6589997277","196.8825488893","56.8765608262","69.1594575096","48.0937266915","71.2610882997","43.344","28.7457319294","30.8817456473","46.1270795536","13.8550170069","4.8","3.8140466656","1.7470481923","1.1119385762","0.288716","","0.0728826672","0.1","0","0.003725047","0.0012847746","0.0000009606","0.0000015571","","0","0","0","0","","8072.4526050161"
"2025-04-29","5547.030889871","997.9776305063","851.0904495605","206.2869355531","56.8944858907","70.5850102554","48.0955331093","71.3556162888","43.344","29.578512249","31.483778699","46.1270803343","14.1943579018","4.8","3.7556916656","1.7525209356","0.6917874872","0.2933792","","0.0725316672","0.09","0.0042","0.0037006267","0.0229349433","0.0000014473","0.0000015535","","0","0","0","","","8025.5310297456"
"2025-04-30","5251.4648934973","994.2367095224","846.4772467108","215.2838436591","57.0911980838","69.6632035681","48.0960233636","71.3242144402","43.344","30.3973072577","33.5095972713","46.1270798621","14.7025690104","4.8","3.8318166656","1.7569119156","0.7165003264","0.2881464","3.25602","0.0743436672","0.09","0.0042","0.0038196944","0.0009397338","0.0000019428","0.0000021144","","0","0","0","","","7736.540588707"
"2025-05-01","5197.0695992201","979.0925979558","833.6552201507","316.9065874917","39.5786350166","85.1795584789","48.0730882931","69.2773308277","43.344","28.8611634025","37.3796631311","45.9289282625","14.8279141533","4.8","3.7468004816","1.7012284512","0.760015428","0.6846652","0.83901","0.070108128","0.09","0","0.0037332806","0.0000090299","0.0000019419","0.000002108","","0","0","0","","","7751.8698604332"
"2025-05-02","5232.0925226546","967.5820867702","838.991853142","323.3250530033","57.0224790542","88.5907676915","48.0747244143","69.4495345261","43.344","30.5195861573","37.8122364668","45.9289285981","14.8943336875","4.8","3.7170954816","1.7012284512","0.8194501233","0.2818516","1.861315","0.069154128","0.11","0","0.0036236822","0.0000210858","0.0000009614","0.0000010208","","0","0","0","","","7810.9918477002"
