"Service","EC2-Instances($)","EC2-Other($)","Elastic Load Balancing($)","VPC($)","Network Firewall($)","Elastic Container Service for Kubernetes($)","CloudWatch($)","S3($)","Lambda($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","Route 53($)","Cost Explorer($)","DynamoDB($)","Service Catalog($)","Key Management Service($)","SQS($)","SNS($)","Simple Workflow Service($)","Step Functions($)","Athena($)","Elastic File System($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-02-12","143.3033421933","75.9172196119","14.6897318268","9.041088898","9.5123078859","4.8","2.4518213767","0.9734254776","","0.2440999992","0.2458198439","0.0085368","0.11","0.0213121368","0.0049","0.002922","0.0034760351","0.000015","0.0000014429","0.0000015343","","0.0000000672","0","0","","261.3300221296"
"2025-02-13","147.6804920363","75.9480317006","14.6807717606","8.9288778719","9.5371500791","4.8","2.4508222955","0.9758735976","","0.2440999992","0.2466602568","0.0085832","0.09","0.0213121368","0.0049","0.002922","0.0034768351","0.0000135","0.0000014429","0.0000015327","","0.0000000672","0","0","","265.6239903123"
"2025-02-14","151.1327836535","76.1105771077","14.6724803463","8.9297229402","9.5325863345","4.8","2.4128553229","0.9776398839","","0.2439499992","0.2466602568","0.0088464","0.09","0.0213121368","0.0084","0.002673","0.0034744312","0.000012","0.0000014413","0.0000017766","","0.0000000672","0","0","","269.1939770981"
"2025-02-15","148.2442675191","76.2503848682","14.6742873151","8.9721487517","9.5542315814","4.8","2.410690327","0.9808055418","","0.2437799992","0.2466602568","0.0074336","0.09","0.0213121368","0.0084","0.00264","0.003479239","0.0000135","0.0000019192","0.0000017849","","0.0000000672","0","0","","266.5105384074"
"2025-02-16","147.4408331812","76.2722374274","14.6643700464","9.0074907669","9.5588356947","4.8","2.4111780829","0.9827547278","","0.2438799992","0.2466602568","0.007352","0.11","0.0213121368","0.0084","0.002535","0.0034712273","0.000012","0.0000019192","0.0000017786","","0.0000000672","0","0","","265.7813263124"
"2025-02-17","147.5460906111","76.2974963502","14.6969235237","8.9288761848","9.520016528","4.8","2.4110719231","0.9861887926","","0.2437149992","0.2466602568","0.0086248","0.09","0.0213121368","0.0084","0.002778","0.0034768351","0.0000135","0.0000014413","0.0000017845","","0.0000000672","0","0","","265.8116477344"
"2025-02-18","146.5730295017","76.3575257201","14.6872810711","8.9739633949","9.5173632859","4.8","2.4149074655","0.9890349717","","0.2440949992","0.2466602568","0.0085056","0.09","0.0213121368","0.0084","0.002634","0.0034768351","0.000012","0.0000014421","0.0000017796","","0.0000000672","0","0","","264.9382045277"
"2025-02-19","146.2739303573","76.2992491767","14.6888345737","9.0673446049","9.5412912434","4.8","2.4172636941","0.9923009376","0.000001495","0.2438599992","0.2466602568","0.0085012","0.09","0.0213121368","0.0112","0.002529","0.0034716273","0.0000141048","0.0000019216","0.0000017782","","0.0000000672","0","0","","264.7077681746"
"2025-02-20","146.6695582324","76.3332379899","14.6892617446","9.0488726833","9.5409459697","4.8","2.4155073815","0.9940945296","","0.2437799992","0.2466602568","0.0088664","0.09","0.0213121368","0.0084","0.002352","0.0034764351","0.0000135","0.0000014421","0.0000017863","","0.0000000672","0","0","0","265.1163425545"
"2025-02-21","147.4119228575","76.2572317956","14.671525112","9.0073318537","9.5625417778","4.8","2.4132829402","0.9954486121","","0.2437199992","0.2466602568","0.008136","0.1","0.0213121368","0.0098","0.002352","0.0034744311","0.000012","0.0000019192","0.0000017814","","0.0000000672","0","0","","265.7547555406"
"2025-02-22","146.0293339109","76.2665696489","14.6635186848","8.893912491","9.5365942132","4.8","2.414082612","0.997915004","0.0000015783","0.2436199992","0.2466602568","0.008536","0.09","0.0213121368","0.0098","0.002352","0.0034720273","0.0000126048","0.0000014413","0.0000017801","","0.0000000672","0","0","","264.2276964566"
"2025-02-23","147.665281083","76.2093363714","14.6378275191","8.8088795646","9.5625372019","4.8","2.4118950653","1.0006396729","","0.2437299992","0.2466602568","0.0075604","0.09","0.0213121368","0.0084","0.002319","0.0034740312","0.0000105","0.0000014413","0.0000015267","","0.0000000672","0","0","","265.7198658374"
"2025-02-24","150.7263689717","76.2757199613","14.6590307906","8.8106317485","9.5403400665","4.8","2.4136233788","1.0026362675","","0.2826102376","0.2466602568","0.0102588","0.09","0.0213121368","0.0098","0.00231","0.0034692234","0.000012","0.0000014405","0.0000015267","","0.0000000672","0","0","","268.8947868739"
"2025-02-25","149.2784445417","76.4054476005","14.6736002992","8.8130853515","9.580246984","4.8","2.4148184242","1.0063745358","","0.3010578568","0.2477255134","0.0094032","0.11","0.0213121368","0.0084","0.002436","0.0034720273","0.0000105","0.0000014405","0.0000017784","","0.0000000672","0","0","","267.6758382573"
"2025-02-26","150.06899694","76.2331071311","14.6553481119","8.8190045665","9.5179851519","4.8","2.0956585959","1.0084181614","","0.3011478568","0.2489947104","0.0087856","0.23","0.0213121368","0.0084","0.002214","0.0034696234","0.0000105","0.0000014389","0.0000015267","","0.0000000672","0","0","","268.0228561189"
"2025-02-27","150.4955638525","75.9909274323","14.6767321754","8.8089046113","9.562443691","4.8","2.0959081313","1.0099531684","","0.335511427","0.2489947104","0.0080636","0.09","0.0213121368","0.0084","0.002439","0.0034716273","0.0000105","0.0000014405","0.0000012752","","0.0000000672","0","0","","268.1586388466"
"2025-02-28","148.5836788719","87.0761537491","14.7102653392","8.8093468583","9.520149698","4.8","2.0954242532","1.0184360358","","0.358285712","0.2500221624","0.0078268","0.11","0.0213121368","0.0084","0.002523","0.0034716273","0.000009","0.0000014413","0.0000015251","","0.0000000672","0","0","","277.3753082776"
"2025-03-01","147.9963319145","70.6348719124","14.744476966","8.8089137546","9.5431818167","4.8","1.2483927114","0.9197685122","","0.327620968","0.226827408","2.506828","0.09","0.003108","0","0.000396","0.0034552234","0","0.0000014389","0.0000015253","","0.00000006","0","0","","261.8541762114"
"2025-03-02","148.0744039471","70.5292014111","14.7050391181","8.9271710843","9.5164128272","4.8","2.2584360732","0.9200320242","","0.327750968","0.226827408","0.0068508","0.09","0.0213121224","0","0.002556","0.0034692234","0","0.0000014397","0.0000012703","","0.00000006","0","0","","260.409465777"
"2025-03-03","150.1992906871","70.5544543889","14.7024625713","8.9291024356","9.543247391","4.8","2.6064189026","0.9239307658","","0.3561673656","0.230028108","0.0082104","0.09","0.0213121224","0","0.002613","0.0027928273","0","0.0000009606","0.0000015302","","0.00000006","0","0","","262.9700335164"
"2025-03-04","154.5331618644","72.1541668103","14.705091186","8.8866358885","9.5882977829","4.8","3.2442437516","0.9273345968","0.0000334807","0.3885206448","0.2390926954","0.009644","0.09","0.0213121224","0","0.002571","0.0025048195","0","0.0000014405","0.000001774","","0.00000006","0","0","","269.5926139178"
"2025-03-05","155.3988032398","70.9398390705","14.7113312095","8.9748183498","9.5171247837","4.8","3.3995407914","0.9297025356","0.000032187","0.3917406448","0.2433752976","0.0118232","0.11","0.0213121224","0","0.002619","0.0025096273","0","0.0000014397","0.0000015237","","0.00000006","0","0","","269.4545750828"
"2025-03-06","150.2864956968","71.0797167964","14.7095515416","8.9293733274","9.5500296875","4.8","2.9867255811","0.9342342802","0.0000306449","0.3879256448","0.2460744416","0.011184","0.08","0.0213121224","0","0.002526","0.0025052272","0","0.0000014389","0.0000010188","","0.00000006","0","0","","264.0276875096"
"2025-03-07","151.9359503685","71.3644598316","14.7185236089","9.0379312708","9.5585703073","4.8","3.0096612641","0.9374511167","0.0000327162","0.3860056448","0.248585496","0.0089228","0.09","0.0213121224","0","0.002442","0.0025096273","0","0.0000009606","0.0000015207","","0.00000006","0","0","","266.1223607159"
"2025-03-08","137.9299311834","70.343140866","14.7058174662","9.0496834575","9.5200102247","4.8","2.6948032955","0.937821331","","0.3662606448","0.248585496","0.007858","0.09","0.0213121224","0","0.002478","0.0017396195","0","0.0000014389","0.0000010218","","0.00000006","0","0","","250.7194442277"
"2025-03-09","138.050685304","70.3488173266","14.6885523354","8.9823811804","9.5420131654","4.8","2.6940420054","0.9398118446","","0.3665606448","0.248585496","0.0077216","0.13","0.0213121224","0","0.002328","0.0017420234","0.000006","0.0000014397","0.0000015218","","0.00000006","0","0","","250.8245620699"
"2025-03-10","153.2790871769","71.6025542228","14.7372248579","8.9292603689","9.6968108012","4.8","3.0163423045","0.9477484339","0.0000325474","0.3860906448","0.2493067192","0.009122","0.11","0.0213121224","0.0042","0.002409","0.0025048195","0.0000075","0.0000009606","0.0000012671","","0.00000006","0","0","","267.7940158071"
"2025-03-11","153.9855315453","71.8487552831","14.7527605259","8.9905635564","9.7866509284","4.8","3.0158272623","0.9572279168","0.0000326642","0.3790513975","0.2538048228","0.0088644","0.09","0.0213121224","0.0049","0.002442","0.0025024156","0.0000081028","0.0000014389","0.0000012722","","0.00000006","0","0","","268.9002377146"
"2025-03-12","154.4484924118","71.5354229799","14.7560485888","8.9288232992","9.6116127446","4.8","3.0081404994","0.959470072","0.0000313462","0.3857706448","0.2568849816","0.008312","0.09","0.0213121224","0.0042","0.002466","0.0025052195","0.0000075","0.0000009606","0.000001018","","0.00000006","0","0","","268.8195024488"
"2025-03-13","154.755981401","71.5068595158","14.7190913246","8.8307017959","9.5245217276","4.8","3.0069545989","0.9590872349","0.0000304504","0.3857356448","0.2568849816","0.008178","0.1","0.0213121224","0.0042","0.002364","0.0025044195","0.000006","0.0000014389","0.0000015202","","0.00000006","0","0","","268.8844162365"
"2025-03-14","155.3179634163","71.2813202885","14.6343634991","8.8852854292","9.5175886774","4.8","3.0028660372","0.9574593666","0.0000322214","0.3857606448","0.2568849816","0.0080488","0.09","0.0213121224","0.0042","0.002442","0.0025052195","0.0000075","0.0000014397","0.0000010197","","0.00000006","0","0","","269.1680427234"
"2025-03-15","141.0088979694","70.597150056","14.7283106073","8.809733279","9.5432841243","4.8","2.6905085569","0.9633589056","","0.3664256448","0.2568849816","0.0069384","0.09","0.0213121224","0.0063","0.002442","0.0017372156","0.0000075","0.0000014397","0.0000015207","","0.00000006","0","0","","253.8932943833"
"2025-03-16","137.0862850639","70.6343857522","14.7242530619","8.8941477227","9.5210064479","4.8","2.6924482857","0.9647012439","","0.3664406448","0.2568849816","0.0071736","0.11","0.0213121224","0.0098","0.002442","0.0017396195","0.0000075","0.0000009606","0.0000010183","","0.00000006","0","0","","250.0930300854"
"2025-03-17","154.2096804319","71.6586407008","14.7478079222","8.8835859516","9.5459130944","4.8","3.0136301348","0.9706780904","0.0000306421","0.3857956448","0.2568849816","0.0080764","0.09","0.0213121224","0.0042","0.001824","0.0025036234","0.0000065","0.000000959","0.0000015161","","0.00000006","0","0","","268.6005727755"
"2025-03-18","153.3300968987","71.6586028705","14.7561137617","8.8092781599","9.5224998947","4.8","3.0234782983","0.9725415534","0.0000316734","0.3856456448","0.2568849816","0.008668","0.11","0.0213121224","0.0084","0.001206","0.0024936038","0.0000065","0.000000479","0.0000007599","","0.00000006","0","0","","267.6672612621"
"2025-03-19","152.256988026","71.933081077","14.7534993352","8.8093616855","9.6257603238","4.8","3.0300155936","0.9748243329","0.0000328629","0.3898506448","0.257304663","0.0096588","0.08","0.0213121224","0.0056","0.00117","0.0024928","0.0000015167","","0.0000002499","","0.00000006","0","0","","266.9509540937"
"2025-03-20","152.2730899212","71.8124754528","14.7736363555","8.8093591065","9.606930137","4.8","3.0304271918","0.9781194276","0.00003074","0.3899806448","0.258289392","0.009822","0.08","0.0213121224","","0.001176","0.0024932","0.0000015167","","","","0.00000006","0","0","","266.8471432683"
"2025-03-21","152.8772272038","72.0578020998","14.7371305302","8.8093963231","9.5417784398","4.8","2.9853533565","0.9698617301","0.00003094","0.3914806448","0.258289392","0.010072","0.1","0.0213121224","","0.00117","0.0024928","","","","","0.00000006","0","0","","267.5633976425"
"2025-03-22","139.269705226","71.2507188179","14.7286831542","8.8088764003","9.5188117593","4.8","2.6680516269","0.9702297697","","0.3657306448","0.258289392","0.0073924","0.08","0.0213121224","","0.001104","0.0017276","","","","","0.00000006","0","0","","252.7506329735"
"2025-03-23","139.1768667205","71.0492436039","14.69311227","8.80887681","9.5437988756","4.8","2.6670958003","0.9704743956","","0.3657456448","0.258289392","0.0073204","0.08","0.0213121224","","0.001092","0.0017272","","","","","0.00000006","0","0","","252.4449552951"
"2025-03-24","153.1020439527","72.4435241417","14.713096749","8.8093560829","9.535607605","4.8","2.9846769716","0.9708242","0.0000298641","0.3897956448","0.258289392","0.0097728","0.1","0.0213121224","","0.001092","0.0024928","","","","","0.00000006","0","0","","268.1419143862"
"2025-03-25","152.9037893488","72.9711601275","14.7635309373","8.809365474","9.6038690435","4.8","2.9865520312","0.971856191","0.0000306047","0.3906156448","0.2603993892","0.009996","0.08","0.0213121224","","0.001092","0.0024928","","","","","0.00000006","0","0","","268.5760617744"
"2025-03-26","155.9465810723","73.6227012292","14.7927891921","8.8093533753","9.524041576","4.8","2.7302241097","0.9723739236","0.0000300442","0.3904656448","0.2644384361","0.0100104","0.09","0.0213121224","0.0014","0.001134","0.0024924","","","","","0.00000006","0","0","","271.9793475857"
"2025-03-27","157.7262169421","73.6463998834","14.7436144072","8.8093514202","9.5463907566","4.8","2.704516304","0.9720663524","0.0000308567","0.3903856448","0.2684426044","0.0100204","0.1","0.0213121224","","0.001137","0.0024928","","","","","0.00000006","0","0","","273.7423775542"
"2025-03-28","158.057422195","73.9265464529","14.7194359803","8.8093444834","9.5527995407","4.8","2.7005559416","0.972147022","0.0000301433","0.3898606448","0.2733200928","0.0088872","0.08","0.0213121224","0.0028","0.00135","0.0024928","","","","","0.00000006","0","0","0","274.3183046792"
"2025-03-29","143.6720849635","72.9427184077","14.6972079003","8.8088642313","9.5264626056","4.8","2.3705178759","0.9732206611","","0.3657406448","0.2733200928","0.0060152","0.08","0.0213121224","","0.001638","0.0017272","","","","","0.00000006","0","0","","258.5408299654"
"2025-03-30","139.1629673355","72.9537103846","14.6928574051","8.8088776937","9.518034543","4.8","2.3708616601","0.9721786511","","0.3659206448","0.2733200928","0.0060252","0.1","0.0213121224","","0.00156","0.0017276","","","","","0.00000006","0","0","","254.0493533931"
"2025-03-31","153.467627507","73.9556837868","14.7337307162","8.8093634076","9.5465570402","4.8","2.6884558775","0.9745736263","0.0000291129","0.3900206448","0.2733200928","0.00868","0.08","0.0213121224","","0.001602","0.0024928","","","","","0.00000006","0","0","","269.7534487945"
"2025-04-01","153.5199450235","76.3801839271","14.764052119","8.8119285308","9.6150775488","4.8","1.2100091552","1.0049205903","0.0000006046","0.4006183336","0.2845452461","0.9085792","0.08","0.003552","","0.000456","0.0024924","","","","","0.0000000624","0","0","","271.7863607414"
"2025-04-02","152.1391008022","76.1381472777","14.757241626","8.81019989","9.5462560454","4.8","3.0911773593","1.00627002","0.0000006087","0.3938511114","0.2867421024","0.0085032","0.07","0.0213121272","","0.00156","0.0024928","","","","","0.0000000624","0","0","","271.0728550327"
"2025-04-03","151.3011360755","76.2757866273","14.7400808218","8.8093466574","9.5228632928","4.8","3.0582748219","1.0147992886","0.0000139358","0.4006683336","0.2867421024","0.0076068","0.1","0.0213121272","","0.001638","0.0024928","","","","","0.0000000624","0","0","","270.3427617467"
"2025-04-04","151.4389535969","76.2730060001","14.7408802803","8.8797028944","9.5470459357","4.8","3.0564788425","1.0063009464","0.0000310651","0.4007483336","0.2867421024","0.0073412","0.1","0.0213121272","","0.001638","0.0024924","","","","","0.0000000624","0","0","","270.562673787"
"2025-04-05","137.3920374127","75.3230200436","14.7364971853","8.929713442","9.5689062531","4.8","2.7299159311","1.0059444112","","0.3764733336","0.2867421024","0.0049916","0.1","0.0213121272","0","0.001518","0.0017284038","","0.000000479","","","0.0000000624","0","0","","255.2788007874"
"2025-04-06","137.392008114","75.2621571296","14.7204640611","8.9981561995","9.5424271528","4.8","2.7276663388","1.0053891937","","0.3764933336","0.2867421024","0.0048496","0.08","0.0213121272","0","0.001716","0.0017276","","","0.0000002499","","0.0000000624","0","0","","255.221109265"
"2025-04-07","151.2815186656","76.2495578501","14.7489956803","8.8411418761","9.5332587769","4.8","3.0608061199","1.0069539022","0.0000297046","0.4005383336","0.2867421024","0.00722","0.08","0.0213121272","","0.001482","0.0024924","","","","","0.0000000624","0","0","","270.3220496013"
"2025-04-08","150.6096328726","76.3620617637","14.7799709029","8.8094300048","9.6028854876","4.8","3.0595359647","1.0075271181","0.0000299797","0.3934161114","0.2867421024","0.0075812","0.1","0.0213121272","","0.001482","0.0024936038","","0.000000479","","","0.0000000624","0","0","","269.8441017803"
"2025-04-09","150.7403873753","76.0463060706","14.7790115166","8.8432573843","9.5230905119","4.8","3.0625585377","1.0074344934","0.0000290754","0.4008233336","0.2867421024","0.0073808","0.1","0.0213121272","","0.001602","0.0024936038","","0.000000479","","","0.0000000624","0","0","","269.6224294736"
"2025-04-10","150.8174278513","75.9888910144","14.7837671349","9.0834183455","9.5470374419","4.8","3.0609991662","1.0084973553","0.0000295775","0.4007983336","0.2867421024","0.0071644","0.08","0.0213121272","0","0.001752","0.0024956078","","0.000000479","","","0.0000000624","0","0","","269.8903329994"
"2025-04-11","146.0776666173","76.7093595973","14.7536085408","9.1237235583","9.8213729973","4.8","3.0651559631","1.0103532725","0.0000349577","0.4006883336","0.2867421024","0.0075732","0.09","0.0213121272","0","0.001719","0.0024936038","0.0000068497","0.000000479","0.000000255","","0.0000000624","0","0","","266.1718115174"
"2025-04-12","131.5473053923","76.1381648644","14.7655154647","8.9767302108","9.7412734926","4.8","2.7349981653","1.0094267768","","0.3765933336","0.2867421024","0.0048236","0.08","0.0213121272","","0.00156","0.0017276","","","","","0.0000000624","0","0","","250.4861731925"
"2025-04-13","131.0277298467","75.7667657394","14.7274517872","8.8097988186","9.7318468683","4.8","2.7321501707","1.0093082953","","0.3766383336","0.2867421024","0.0045784","0.09","0.0213121272","0","0.001716","0.0017304078","0.0000025","0.000000479","0.000000255","","0.0000000624","0","0","","249.3877721936"
"2025-04-14","145.0437675962","76.6646108949","14.7533079775","8.8105058291","9.6160356038","4.8","3.0629984749","1.0099083982","0.0000305307","0.4009783336","0.2867421024","0.0075476","0.1","0.0213121272","","0.00156","0.0024932","","","","","0.0000000624","0","0","","264.5817987309"
"2025-04-15","145.0679568695","76.2354583977","14.7913657682","8.8093581153","9.6711070446","4.8","3.0665180118","1.0108972906","0.0000304275","0.4006983336","0.2867421024","0.0074364","0.08","0.0213121272","0","0.001794","0.0024948038","0.000002","","","","0.0000000624","0","0","","264.2531717546"
"2025-04-16","144.8848275184","75.905877046","14.7784498413","8.8094353462","9.6062757283","4.8","3.0597157557","1.0107890826","0.0000306797","0.3934011114","0.2867421024","0.0074304","0.09","0.0213121272","0","0.001596","0.0024940038","0.000003","0.000000479","0.000000255","","0.0000000624","0","0","","263.6583805394"
"2025-04-17","144.0182710484","75.8416256124","14.7590029207","8.8093997827","9.6394990563","4.8","3.0591115704","1.0110240648","0.0000303224","0.4006333336","0.2867421024","0.0075716","0.1","0.0213121272","","0.001563","0.0024932","","","","","0.0000000624","0","0","","262.7582798037"
"2025-04-18","142.3707789775","75.7058719244","14.7323349082","8.8104463491","9.6337861058","4.8","3.0560102776","1.011013148","0.0000301974","0.4009083336","0.2867421024","0.0073764","0.08","0.0213121272","","0.001638","0.0024924","","","","","0.0000000624","0","0","","260.9207413136"
"2025-04-19","126.4621782525","74.7601417859","14.7197051854","8.8098241106","9.5760093282","4.8","2.7309568522","1.0109580964","","0.3768133336","0.2867421024","0.0061384","0.08","0.0213121272","","0.001638","0.0017276","","","","","0.0000000624","0","0","","243.6441452368"
"2025-04-20","126.8321552961","75.0227832574","14.6961351524","8.8088792961","9.7487379415","4.8","2.7299619171","1.0123866778","","0.3765133336","0.2867421024","0.006148","0.1","0.0213121272","","0.001638","0.0017276","","","","","0.0000000624","0","0","","244.445120764"
"2025-04-21","141.8522477913","75.7583909057","14.7208306844","8.8908005831","9.637703943","4.8","3.0602780528","1.012919578","0.0000297379","0.4007933336","0.2867421024","0.007332","0.08","0.0213121272","0","0.00156","0.0024928","","","","","0.0000000624","0","0","","260.5334337018"
"2025-04-22","141.4160004006","74.1732700593","14.7475860574","8.8235241769","9.9103314668","4.8","3.062199033","1.0135610904","0.0000306442","0.4006383336","0.2867421024","0.0074344","0.1","0.0213121272","0","0.001716","0.0024924","","","","","0.0000000624","0","0","","258.7668383542"
"2025-04-23","141.3082627658","71.7551036816","14.7175940416","8.811093565","9.6763091057","4.8","3.0653160765","1.0131134071","0.0000303004","0.4008183336","0.2867421024","0.0075884","0.08","0.0213121272","","0.001581","0.0024928","","","","","0.0000000624","0","0","","255.9473577693"
"2025-04-24","138.9095106128","71.7379035838","14.6999176102","8.9129466846","9.6961437742","4.8","3.0651078813","1.0156565956","0.0000304755","0.4021083336","0.2867421024","0.0068484","0.12","0.0213121272","0","0.002667","0.0025256811","0.000022","0.0000009657","0.0000010352","","0.0000000624","0","0","","253.6794449256"
"2025-04-25","138.9641923815","71.6132649319","14.6852401778","8.9304446238","9.6478928601","4.8","3.0629335902","1.0200986883","0.0000304921","0.4047833336","0.2867421024","0.007368","0.11","0.0213121272","0","0.003648","0.0026018618","0.000068","0.000001941","0.000002102","","0.0000000624","0","0","","253.5606252761"
"2025-04-26","123.6176216608","70.4264708759","14.6544692966","8.9785928652","9.6683776159","4.8","2.7308385567","1.0180901859","","0.3798483336","0.2867421024","0.0061512","0.09","0.0213121272","0","0.003126","0.0018110003","0.0000535","0.0000014561","0.0000015771","","0.0000000624","0","0","","236.6835084161"
"2025-04-27","123.6493993339","70.2774605641","14.6366917953","8.9738231276","9.5472473602","4.8","2.4338872906","1.0158008641","","0.3778433336","0.2867421024","0.0061844","0.11","0.0213121272","0","0.003168","0.001762885","0.00002","0.000001443","0.0000020366","","0.0000000624","0","0","","236.141346726"
"2025-04-28","138.3184828194","71.3460217351","14.671827943","8.9293732187","9.5789639361","4.8","2.7640861535","1.0182888888","0.0000308691","0.4028333336","0.2867421024","0.0075868","0.09","0.0213121272","0","0.002118","0.002561335","0.000036","0.0000014498","0.0000018073","","0.0000000624","0","0","0","252.2402685814"
"2025-04-29","138.2667787321","72.0044651362","14.7288171223","8.9937570933","9.7734056865","4.8","2.7663616808","1.0188347116","0.0000295755","0.3955311114","0.2867421024","0.007826","0.09","0.0213121272","0.0049","0.002838","0.0025561239","0.0000305","0.0000014473","0.0000018078","","0.0000000624","0","0","","253.1641890207"
"2025-04-30","137.6856533952","71.6594289688","14.7423643943","8.9445658998","9.5483930984","4.8","2.7663471243","1.0242208462","0.0000329463","0.4055933336","0.2867421024","0.0078552","0.09","0.0213121272","0.0049","0.00348","0.0026186316","0.000072","0.0000019428","0.000001612","","0.0000000624","0","0","","251.9935836853"
"2025-05-01","137.0171602442","69.9863244972","14.8269718833","8.9303721771","9.5765884218","4.8","1.1194939022","0.9890758452","0.0000006087","0.3945756448","0.2774923512","2.1076292","0.09","0.0213121224","0","0.001488","0.0026210736","0","0.0000019419","0.000002107","","0.00000006","0","0","","250.1411100806"
"2025-05-02","136.5639454629","69.8898744367","14.7747520586","8.9502016661","9.5834742635","4.8","2.9955617844","0.9844868119","0.0000139775","0.3908206448","0.2774923512","0.0086504","0.1","0.0213121224","0","0.00255","0.0025192506","0","0.0000009614","0.0000010208","","0.00000006","0","0","","249.3456572728"
