"Service","EC2-Instances($)","EC2-Other($)","S3($)","Elastic Load Balancing($)","Network Firewall($)","CloudWatch($)","VPC($)","Elastic File System($)","ElastiCache($)","Elastic Container Service for Kubernetes($)","Route 53($)","Directory Service($)","EC2 Container Registry (ECR)($)","Secrets Manager($)","DynamoDB($)","Key Management Service($)","Direct Connect($)","Lambda($)","Backup($)","Athena($)","SQS($)","Cost Explorer($)","OpenSearch Service($)","Service Catalog($)","SNS($)","Systems Manager($)","Simple Workflow Service($)","Step Functions($)","Glacier($)","CloudShell($)","CloudTrail($)","Glue($)","X-Ray($)","CloudFormation($)","Certificate Manager($)","Total costs($)"
"2024-08-25","907.2048649554","856.3138148561","87.9744746609","52.5985582372","39.2818243794","11.6859110517","16.666009168","8.401833004","7.776","4.8","5.0777308","3.4329604167","2.0399432904","1.6387174725","0.7837915091","0.621339216","","0.3435081287","0.3892167553","0.09688","0.2252752","0.01","","0.021","0.0027173097","","0.0000019128","0.0000018198","","","0","0","","","","2007.3863741437"
"2024-08-26","927.0107888023","862.8446314627","90.8991923776","55.1398783113","40.6524367871","12.6979206502","16.9632246525","8.3323402839","7.776","4.8","5.5216528","3.2903021669","2.0399432904","1.63216258","0.8005727746","0.621183216","","0.5580743243","0.3895265579","0.09909","0.2817672","0.01","","0.0161","0.0034682337","","0.0000019128","0.0000018083","","","0","0","","","","2042.3802601925"
"2024-08-27","940.8189339395","872.5976303185","90.8762676387","55.5801912592","48.4459242663","12.853648371","17.3863052479","8.5325954436","7.776","4.8","5.679256","3.3435228944","2.0475274694","1.66769258","0.8158660209","0.621153216","","0.4307548321","0.3898460807","0.10218","0.385286","0.01","","0.0182","0.0044492023","","0.0000014349","0.0000020732","","","0","0","","","","2075.1832342886"
"2024-08-28","943.9633274997","867.1952049847","94.3381748367","54.81761465","43.6107623658","12.6773698471","17.6277122212","8.6799911247","7.776","4.8","5.6452436","3.355842525","2.0645014575","1.6968774725","0.8036047936","0.621219216","","0.4305795916","0.3907638143","0.104625","0.3459352","0.01","","0.0175","0.0038673059","","0.0000019128","0.0000018198","","","0","0","","","","2070.9767212389"
"2024-08-29","945.9998936842","865.0938264762","91.1729389106","54.6161942654","42.7382006969","12.5399580043","17.7096803872","8.7356277733","7.776","4.8","5.5840684","3.3887157887","2.069630246","1.73135758","0.799247093","0.620199216","","0.4195385431","0.3910994252","0.10709","0.3276484","0.01","","0.0154","0.0035405881","","0.0000019128","0.0000015551","","","0","0","","","","2066.6498589461"
"2024-08-30","945.885824108","871.7265659524","95.5585098826","56.3937983923","43.6434348402","12.5899483609","17.7158777023","7.3452916002","7.776","4.8","5.5731332","3.3036149999","2.0726575168","1.84147758","0.808997561","0.621438216","","0.3994905478","0.391521672","0.109515","0.3272112","","","0.0098","0.0033104843","","0.0000009566","0.0000018198","","","0","0","","","","2078.8974215931"
"2024-08-31","950.3009246028","876.6297498351","92.1863911165","57.5997090526","43.9886283824","12.1219124172","17.2530598756","7.5636585072","7.776","4.8","5.5002632","3.4115469888","2.0732583576","1.81470758","0.8159803268","0.619446216","","0.3678979394","0.3918296245","0.1118","0.3309284","0.02","","0.007","0.0031842379","","0.0000014349","0.00000129","","","0","0","","","","2085.6878793853"
"2024-09-01","944.7626386487","895.3876195384","94.2990251433","52.9132658884","43.6114522569","10.4706036255","16.6731309101","7.5106375102","7.776","4.8","7.6730356","3.4081932501","2.1423669528","1.8716816664","0.8270025897","0.6427533384","","0.0051378909","0.4052428987","0.11398","0.2494724","0.01","","0","0.0001031223","","0.0000014349","0.0000015549","","","0","0","","","","2095.5533462206"
"2024-09-02","947.15291171","899.0475281821","94.2952376245","58.5854043039","44.078411562","12.815647782","16.4825217338","7.5571952111","7.776","4.8","5.8029884","3.3556168333","2.1426447733","1.8133366664","0.805821578","0.6429333384","","0.1384235496","0.4056481859","0.11639","0.300044","0.01","","0","0.0001082796","","0.0000019128","0.0000013015","","","0","0","","","","2108.1248169282"
"2024-09-03","942.2775268021","909.9675223201","98.186765005","57.685767799","46.0162794806","12.9057529573","16.3099231155","8.032332621","7.776","4.8","5.7573228","3.291582039","2.1449519484","1.8486816664","0.8453728894","0.6430653384","","0.4963566351","0.4060316844","0.119245","0.3292124","0.01","","0","0.0001132521","","0.0000009566","0.0000015549","","","0","0","","","","2119.8498082653"
"2024-09-04","925.5852637432","898.6213350621","98.1930509768","55.5732009718","43.7890760662","12.225968506","16.2882079455","8.0674588721","7.776","4.8","5.6627744","3.3950614057","2.1477375648","1.8737016664","0.8475410499","0.6428403384","","0.4556448083","0.406428912","0.122125","0.3488484","","","0","0.0001087975","","0.0000019128","0.0000015549","","","0","0","","","","2086.8223779544"
"2024-09-05","946.9080632395","906.7319324284","97.7027554812","55.0696299468","45.458861452","12.6616148576","16.3173375674","8.1167874519","7.776","4.8","5.5625944","3.4229736331","2.1526907327","1.8301416664","0.8406634643","0.6425193384","","0.3984672781","0.4068317137","0.12473","0.3536712","0.01","","0","0.0001113776","","0.0000009566","0.0000015549","","","0","0","","","","2117.2883797406"
"2024-09-06","1004.8098278187","910.4275192014","98.3706736957","55.3053075689","44.322466005","12.5232815145","16.2216108551","8.0830625291","7.776","4.8","5.0757236","3.3266245638","2.1599569998","1.7249116664","0.8621048032","0.6422613384","","0.493206175","0.4072647256","0.1271","0.2603872","0.02","","0.0077","0.00011194","","0.0000014349","0.0000018202","","","0","0","0","","","2177.7471054557"
"2024-09-07","956.9194262167","901.9850522769","94.2398171477","50.547613875","42.6684659589","12.022056967","16.1553708432","8.1928167381","7.776","4.8","4.6070596","3.3855767749","2.1607304376","1.7634516664","0.8458375781","0.6427653384","","0.4200233754","0.4075925927","0.129905","0.2259856","0.01","","0.0077","0.0001003838","","0.0000014349","0.0000015549","","","0","0","","","","2109.9133513606"
"2024-09-08","988.7373568297","903.1650810042","95.7252762151","51.282661399","42.4458083791","11.6274470434","16.4642709249","8.0403123157","7.776","4.8","4.5297252","3.3520584998","2.1607304376","1.8526766664","0.8410308195","0.6429993384","","0.3404412441","0.4078676815","0.13236","0.2855944","0.01","","0.0077","0.0000968807","","0.0000014349","0.0000015553","","","0","0","","","","2144.6274982693"
"2024-09-09","967.5827594838","910.6215406867","96.0226901686","56.6480760361","43.1947918627","12.5920706278","16.7665086876","8.2219296064","7.776","4.8","5.1846556","3.2752280168","2.16082332","1.8089966664","0.8460696889","0.6393213384","","0.5033366319","0.4082158599","0.13435","0.3146464","","","0.0042","0.0001006051","","0.0000019128","0.0000015549","","","0","0","","","","2139.5063147548"
"2024-09-10","971.6796939342","912.3870937644","94.580480344","55.9391492629","44.2329437529","46.9806163719","17.3120446448","8.3004339301","7.776","4.8","5.1232864","3.444260711","2.1623578046","1.8449966664","0.8381369955","0.6398343384","","0.4434597099","0.4086480086","0.186955","0.2871624","0.02","","0.0119","0.0001064044","","0.0000014349","0.0000015553","","","0","0","","","","2179.3995634342"
"2024-09-11","974.8362630412","910.3271975654","93.8141480424","53.8598244683","44.813816039","61.2196004759","17.5624781607","8.4350630485","7.776","4.8","5.0792016","3.2458045472","2.1684482031","1.8574616664","0.8304952625","0.6425373384","","0.4649502398","0.408927249","0.13978","0.3196688","0.01","","0.0063","0.0024003948","","0.0000019128","0.00000182","","","0","0","","","","2192.6203698754"
"2024-09-12","1082.9101523255","920.4968182537","95.0359228649","54.566637757","45.3431128234","67.7486344442","17.9019887555","8.3750468958","7.776","4.8","5.364954","3.3686573859","2.1750331783","1.8035705553","0.8284235711","0.6423333384","","0.472441692","0.4093497419","0.76188","0.3408684","0.01","","0.0077","0.0027947882","","0.0000014349","0.0000018089","","","0","0","","","","2321.1423240149"
"2024-09-13","982.8352827692","914.6227923732","93.8233314452","55.431118295","43.8005968224","61.622395371","17.8996046342","8.4534779638","7.776","4.8","5.437554","3.3934315336","2.1802673118","1.7201016664","2.1072564191","0.6427533384","","0.4388067139","0.4097838804","0.145175","0.3225012","0.01","","0.007","0.0033409188","","0.0000014349","0.0000010368","","","0","0","","","","2207.8825741281"
"2024-09-14","971.2131273439","910.5341347789","94.6285355332","53.8207288328","42.3070076083","59.694045321","17.4763379259","8.0179266383","7.776","4.8","5.225186","3.3724928417","2.1804960984","1.6926616664","0.8460838458","0.6366033384","","0.5716582725","0.4100721938","0.148795","0.3158688","0.01","","0.0056","0.0026828674","","0.0000014349","0.0000020736","","","0","0","","","","2185.6860484152"
"2024-09-15","965.3789240525","910.2729624574","94.0080612483","49.7843011653","42.1414786495","58.7280882188","17.3571505869","8.0674104152","7.776","4.8","4.8140912","3.3904392862","2.1804960984","1.7346966664","0.8466646828","0.6430773384","","0.3549488776","0.4104011294","0.15216","0.3164572","0.01","","0.007","0.003018769","","0.0000014349","0.0000015551","","","0","0","","","","2173.1778310321"
"2024-09-16","984.613209525","929.0713320149","94.6176686143","53.9723764416","43.1430147647","60.1569003558","17.4121321897","7.8985314689","7.776","4.8","5.3897712","3.3644521362","2.1804960984","1.7774766664","0.8551786576","0.6425433384","","0.4371940616","0.4107702314","0.15443","0.2745648","0.01","","0.007","0.0030064192","","0.0000019128","0.0000018083","","","0","0","","","","2218.9680527052"
"2024-09-17","989.7430071215","933.4849282889","93.8986566047","53.6548896702","44.8938857738","63.8669674233","17.621383831","7.8998077419","7.776","4.8","5.5136856","3.3831010114","2.1811857819","1.9335616664","0.8495173658","0.6428673384","","0.5738847507","0.4111088828","0.156815","0.3061096","0.01","","0.0063","0.0035611101","","0.0000014349","0.0000015549","","","0","0","","","","2233.6112275526"
"2024-09-18","987.4132054077","933.0047378375","95.0033123286","54.4515802912","44.2884129547","62.7905231286","17.6865940847","7.9923357885","7.776","4.8","5.6027856","3.3676058887","2.181774552","1.9451966664","3.3718329701","0.6428043384","","0.4539554321","0.4116569757","0.15975","0.2762964","0.01","","0.007","0.0028568916","","0.0000014349","0.0000018198","","","0","0","","","","2233.6402207912"
"2024-09-19","973.7207675532","933.6536643886","95.9359255789","55.9503397158","43.4157603065","63.27377553","17.7167679621","8.0913670111","7.776","4.8","5.6605172","3.3124510804","2.1830764834","1.8776416664","0.8332219173","0.6428403384","","0.4852154402","0.41211095","0.16223","0.3073584","0.01","","0.0063","0.0031908011","","0.0000014349","0.0000018087","","","0","0","","","","2220.230525567"
"2024-09-20","998.2379988674","937.7484179067","95.2041478956","56.8258789886","44.3405608817","62.6832989865","17.5714763593","8.0175776065","7.776","4.8","5.456002","3.3764327916","2.1861746208","1.8839916664","0.8545225669","0.6427563384","","0.4451843064","0.412578019","0.16476","0.3110196","0.01","","0.007","0.0027331848","","0.0000014349","0.0000015555","","","0","0","","","","2248.958515577"
"2024-09-21","964.1362210673","933.5936315056","95.322866095","54.848767219","42.2437123854","61.7018196056","17.2766607623","8.0010347803","7.776","4.8","5.1607804","3.3735636084","2.1861746208","1.8937466664","0.8465535476","0.6427623384","","0.460678419","0.4129840128","0.167355","0.3371476","0.01","","0.0063","0.0029789909","","0.0000014349","0.0000015551","","","0","0","","","","2205.2017416148"
"2024-09-22","961.0101696134","929.2493352391","95.973942703","51.0315100557","41.7776012809","59.61833871","17.0098739578","7.8653694944","7.776","4.8","4.8429432","3.2606259196","2.1861746208","1.9595666664","0.8438327245","0.6398043384","","0.3371511124","0.4134571942","0.16982","0.3423748","","","0.0077","0.0024322728","","0.0000014349","0.0000018083","","","0","0","","","","2191.1180271466"
"2024-09-23","1023.6393954534","935.4471604112","96.2515647587","55.9383058421","42.7899893022","61.5423438909","17.2236967259","7.9510154364","7.776","4.8","5.3599864","3.4056220136","2.1864667018","1.9338516664","0.842681023","0.6427653384","","0.4636109955","0.4139299484","0.17208","0.3138808","0.01","","0.0063","0.0028560538","","0.0000014349","0.0000015551","","","0","0","","","","2269.1135057517"
"2024-09-24","1089.0051560215","936.6311398259","96.3150236371","54.1770842443","44.8845926888","62.9329659304","17.1144250378","7.9903378271","7.776","4.8","5.2495852","3.3119031556","2.1929063887","2.3754516664","0.8417047127","0.6427593384","","0.4187019672","0.4143585299","0.17477","0.3194256","0.01","","0.007","0.0033465975","","0.0000014349","0.0000015549","","","0","0","","","","2337.5886413591"
"2024-09-25","1603.0525018449","968.458055596","98.625911686","55.9302968996","50.0537441619","81.8414396799","17.3045458813","8.320253551","7.776","4.8","5.5668904","3.4154670081","2.2020639323","3.1153505553","0.8584511608","0.6428613384","","0.4769661127","0.4149879048","0.17728","0.3264636","0.01","","0.0049","0.0046272375","","0.0000019128","0.0000013015","","","0","0","","","","2913.3790617648"
"2024-09-26","1796.3041629954","979.9308932479","102.4013221564","57.1435852882","51.3739586646","87.9657741934","17.540527596","8.2116209531","7.776","4.8","5.7361228","3.3945813222","2.203199912","3.3619616664","0.8545973113","0.6395973384","","0.4696565251","0.4157803475","0.17962","0.3418216","0.01","","0.0105","0.0054007139","","0.0000014349","0.0000015549","","","0","0","","","","3131.0706876216"
"2024-09-27","1171.7104533955","958.5339722564","105.3723523744","59.2260829652","43.5559116794","71.0822892651","17.9245717679","8.2242138853","7.776","4.8","5.8136448","3.3705545612","2.2037129792","2.8317866664","0.8406629349","0.6427713384","","0.5765076998","0.4165786347","0.182195","0.3288172","0.02","","0.0161","0.003357384","","0.0000019128","0.0000020736","","","0","0","","","","2465.4525407742"
"2024-09-28","1136.0602361132","953.3608401779","102.2420894973","59.402382564","42.9466273611","68.8734511828","17.6936765182","8.1901327326","7.776","4.8","5.5798284","3.361292025","2.2037311776","2.7510705553","0.8736653213","0.6428673384","","0.448935112","0.4173486379","0.18505","0.3667832","0.01","","0.0168","0.0037458549","","0.0000019128","0.0000018083","","","0","0","","","","2418.2065574906"
"2024-09-29","1126.5895639418","952.39160447","99.8675120942","55.1604720838","43.1377403378","68.1538605997","17.2364684421","8.1147594946","7.776","4.8","5.2740928","3.3656675499","2.2037311776","2.9680116664","0.8535583537","0.6428673384","","0.422139956","0.4178910194","0.187575","0.3384284","0.01","","0.0154","0.0030177463","","0.0000014349","0.0000020732","","","0","0","","","","2399.9303659798"
"2024-09-30","1122.9146154301","958.4710117916","100.4894422927","63.5178889094","44.4104243435","68.7569390217","17.2542910596","8.3752465275","7.776","4.8","6.0094076","3.3471673472","2.2057838033","2.3401816664","0.856206191","0.6430533384","","0.8596776093","0.4184939677","0.18987","0.3500656","0.01","","0.0168","0.0040332784","","0.0000019128","0.0000015549","","","0","0","","","","2414.0166032455"
"2024-10-01","1120.3252668595","934.4551782571","98.5833064109","63.3729807783","46.0475680301","65.5822639011","17.2647054237","8.4939750034","7.776","4.8","6.3760164","3.366402122","2.1403809808","2.23001758","0.8501840045","0.615630216","","0.0057093894","0.4054877378","0.19323","0.3912776","0.01","","0","0.0001469138","","0.0000019128","0.0000020732","","","0","0","","","","2383.2857315944"
"2024-10-02","1220.4642622692","939.56870435","99.9213278776","59.9701871419","44.1770999246","63.7015471345","16.9638044636","8.7531204287","7.776","4.8","5.5569728","3.3672354138","2.1434920872","2.38077758","0.8636437542","0.622530216","","0.0375311748","0.4059038651","0.196","0.369006","0.01","","0","0.0000686812","","0.0000014349","0.0000015549","","","0","0","","","","2482.0492181522"
"2024-10-03","1394.0359060527","967.4497263394","102.8286502266","61.9722456221","43.3309442547","68.2481312121","17.2279535533","8.9794220419","7.776","4.8","5.930868","3.3324517721","2.1467613106","2.19961258","0.8497218083","0.622698216","","0.5009596109","0.406264662","0.198515","0.3541912","0.01","","0.0168","0.0000620187","","0.0000019128","0.0000020732","","","0","0","","","","2693.2178894674"
"2024-10-04","1203.166308431","959.0435500753","102.7183037614","61.4632331806","44.4848910003","64.3819916314","17.2782056358","9.4513671566","7.776","4.8","6.0101552","3.3064075139","2.1526856328","2.15342758","0.8601077518","0.622683216","","0.6346324359","0.4067227046","0.201065","0.3998496","0.01","","0.0245","0.0034091708","","0.0000014349","0.0000017755","","","0","0","","0","","2491.3494998886"
"2024-10-05","1193.0042702413","966.0355501068","100.7156296387","62.6992136046","46.5518449241","63.6891090046","17.2146532813","9.8549769613","7.776","4.8","5.9056296","3.3569598029","2.1526856328","2.20259258","0.8662461033","0.622428216","","0.4945257638","0.4071158613","0.20426","0.3625076","0.01","","0.0238","0.0033031575","","0.0000019128","0.0000017542","","","0","0","","","","2488.9533057473"
"2024-10-06","1181.9566257742","963.9706618872","100.7605207876","60.240534869","43.4708825051","62.0225395762","17.4379495473","10.1471303863","7.776","4.8","5.7301532","3.4508653278","2.1526856328","2.37672258","0.8513009445","0.622677216","","0.4714672136","0.4076452223","0.20684","0.3383992","0.02","","0.0301","0.0031650668","","0.0000014349","0.0000017591","","","0","0","","","","2469.2448701307"
"2024-10-07","1199.6959713597","960.5278331024","101.2586736185","63.3701493009","44.3652539697","63.6796311474","17.4436217248","10.1763544198","7.776","4.8","6.1497112","3.3400504863","2.1550059043","2.09976258","0.9443998511","0.622674216","","0.6408964787","0.4080481729","0.20926","0.3328232894","0.01","","0.0315","0.0035413132","","0.0000019128","0.0000017542","","","0","0","","","","2490.0411658021"
"2024-10-08","1210.8448702629","960.3914710083","100.5799019041","66.0143121975","46.4796484939","63.2352216139","17.4025764634","10.2395368551","7.776","4.8","6.1395152","3.3552977888","2.1603071559","2.29226758","0.9219912964","0.622422216","","0.511599459","0.4085127058","0.21228","0.3748716","0.01","","0.0301","0.0034784384","","0.0000014349","0.0000017591","","","0","0","","","","2504.8061854334"
"2024-10-09","1206.094414381","958.3912861023","101.3749850403","70.5147593181","43.5948692144","64.0333604054","17.6897680367","10.4575019572","7.776","4.8","6.1443192","3.3847910251","2.1633841027","1.68625258","0.8394524761","0.622464216","","0.5516126493","0.4089575439","0.214795","0.3621908","0.01","","0.0224","0.0034635252","","0.0000019128","0.0000020076","","","0","0","","","","2501.1410314941"
"2024-10-10","1225.4432568564","963.6823564748","101.3864371643","71.9129472323","45.5283385937","66.2121804413","17.7732385929","10.3368692626","7.776","4.8","5.9849104","3.2849076945","2.1732603663","1.79639258","0.8450146259","0.622455216","","0.5027837489","0.4091884904","0.21751","0.3570268","0.01","","0.0245","0.0047907084","","0.0000019128","0.0000015057","","","0","0","","","","2531.0843686672"
"2024-10-11","1199.9911464643","957.9749209368","100.3682267073","67.5117542624","44.0407279658","64.2887773027","17.6245916189","10.3932717","7.776","4.8","5.7535168","3.4149721666","2.1859218936","1.79258758","0.8516355671","0.622431216","","0.5513315864","0.4095289339","0.220175","0.3624008","0.01","","0.0308","0.0039571026","","0.0000014349","0.0000017542","","","0","0","","","","2490.9786787935"
"2024-10-12","1192.4506537135","956.2793805485","97.9117476364","61.564947013","43.1783361228","62.8712270023","17.3843735434","10.3170875568","7.776","4.8","5.4273136","3.3727621084","2.1859218936","1.82748758","0.8494446799","0.622410216","","0.3944845122","0.4098164608","0.222755","0.331312","0.01","","0.0364","0.0042084824","","0.0000019128","0.0000017542","","","0","0","","","","2470.228073337"
"2024-10-13","1199.7631898438","958.1114472453","98.8633799012","66.4822301295","43.3117625934","61.7432672462","17.3517807866","10.4761320308","7.776","4.8","5.4688224","3.3825516084","2.1859218936","1.9834274725","0.8273664469","0.622410216","","0.3915836509","0.4101529941","0.224995","0.3378844","0.01","","0.0364","0.004589743","","0.0000019128","0.0000020076","","","0","0","","","","2484.5652995226"
"2024-10-14","1208.5035145741","966.8144694881","99.5651647302","75.4877403278","45.192970543","65.8611474456","17.5659234963","10.6019809744","7.776","4.8","6.242842","3.3314733082","2.1863006024","1.8519274725","0.8319284503","0.622410216","","0.6628705662","0.4105115951","0.2272","0.378494","0.01","","0.0357","0.0042393033","","0.0000014349","0.0000015057","","","0","0","","","","2518.9648120341"
"2024-10-15","1214.3304694162","975.2059891015","100.7237314793","72.6661456032","47.5880755279","64.0506299305","17.3832999464","10.7484584978","7.776","4.8","6.261032","3.3200641446","2.1883254951","1.95004258","0.8558732325","0.622560216","","0.5732765621","0.4109168662","0.230405","0.3875448","0.01","","0.0364","0.005231835","","0.0000019128","0.0000020071","","","0","0","","","","2532.1244761542"
"2024-10-16","1210.5577321876","982.4046530215","101.0981637904","69.6940918565","46.5870577313","73.7870913598","16.9762090917","10.8399104977","7.776","4.8","6.161324","3.3007488502","2.1929837081","1.93803258","0.8501887761","0.622425216","","0.6024879693","0.411287314","0.233105","0.3825264","0.01","","0.0329","0.0047491364","","0.0000018855","0.0000015096","","","0","0","","","","2541.2636718817"
"2024-10-17","1213.5227190052","978.1004108878","98.3315110415","69.6692249718","45.7348600528","118.0215281429","17.4846125403","10.7998698571","7.776","4.8","6.1696184","3.3643938417","2.1976764827","1.8655574725","0.85168273","0.622455216","","0.7889945649","0.4116054868","0.235815","0.3893376","0.01","","0.0322","0.0053178354","","0.0000013257","0.0000017542","","","0","0","","","","2581.1853942093"
"2024-10-18","1193.9241606299","974.6942653972","92.3507803039","69.9782298487","46.3301732743","138.0542965091","18.1776181109","10.9130233819","7.776","4.8","6.1788492","3.373937311","2.209469207","1.89471258","0.8703190276","0.622404216","","0.6248378562","0.4119380693","0.23866","0.3993072","0.01","","0.0294","0.0048797771","","0.0000018855","0.0000020076","","","0","0","","","","2573.8672657932"
"2024-10-19","1204.8930772396","980.4781809204","92.6051125554","73.1428950095","44.0583476032","141.9986628244","18.1898261643","11.0073440042","7.776","4.8","6.0123112","3.3719145252","2.2172621352","1.93353758","0.8764385323","0.622392216","","0.5774701803","0.4123192229","0.24131","0.359256","0.01","","0.0308","0.0043926236","","0.0000019128","0.0000015052","","","0","0","","","","2595.6188539545"
"2024-10-20","1201.7644645205","974.7321447117","93.7027963005","68.4603205856","42.8786613046","140.6229356766","18.4609181107","10.8350184333","7.776","4.8","5.6562464","3.3731023277","2.2172621352","2.03860258","0.8622755024","0.622392216","","0.4340573185","0.4126922435","0.243875","0.383676","0.01","","0.0301","0.0038808487","","0.0000014349","0.0000020066","","","0","0","","","","2580.321425657"
"2024-10-21","1218.5649460136","980.0433587371","93.8028779845","76.2893610411","44.9730731427","113.1314870323","19.0850358439","11.0355848011","7.776","4.8","6.3004888","3.3050195502","2.2242386578","1.84922258","0.8630719017","0.622431216","","0.5580044203","0.4130732521","0.24609","0.4321382664","0.01","","0.0238","0.0059607237","","0.0000019128","0.0000015042","","","0","0","","","","2586.3552673815"
"2024-10-22","1246.1734253853","975.7018485542","99.4075414933","75.1358137662","46.906051674","107.2831263255","19.6165466404","10.9775501653","7.776","4.8","6.1772292","3.383995086","2.2312961076","2.01583758","0.8818096538","0.622632216","","0.5359800013","0.4133494937","0.248825","0.3984356","0.01","","0.0224","0.0050486013","","0.0000014349","0.0000017537","","","0","0","","","","2610.7247457325"
"2024-10-23","1239.8361229318","972.7156951488","94.7315706227","76.3775332378","46.736243329","102.1940780052","19.4268760299","10.0556861261","7.776","4.8","6.0882372","3.4192771474","2.2352742912","1.99271758","0.8908680349","0.622755216","","0.5467803728","0.4136551625","0.251415","0.3783348","0.01","","0.0231","0.0056704699","","0.0000019128","0.0000015057","","","0","0","","","","2591.5278941245"
"2024-10-24","1234.4265184715","974.5246414454","94.7617275385","74.9484131306","45.7374000659","97.4430708309","19.1527674463","11.2302890528","7.776","4.8","6.0505872","3.3417855142","2.241072198","1.9341074725","0.857795569","0.619155216","","0.5636104699","0.4139197931","0.253985","0.402344","0.01","","0.0224","0.005616776","","0.0000014349","0.0000020066","","","0","0","","","","2581.5172106321"
"2024-10-25","1221.6288753113","975.7444333805","89.247120571","75.8920996101","44.5270235964","91.2733214904","18.5838741329","10.1127251045","7.776","4.8","6.1097964","3.3234630335","2.251732857","1.94585258","0.8619100963","0.622392216","","0.550770072","0.414198428","0.256535","0.3983216","0.01","","0.0217","0.0044884741","","0.0000019128","0.0000015052","","","0","0","","","","2556.356637372"
"2024-10-26","1213.966969486","973.1701960266","90.277352488","75.9229419039","44.4169303818","92.8332564032","18.5938272242","10.1911800198","7.776","4.8","5.9083008","3.3784874278","2.2528554432","1.96212758","0.8624703442","0.622392216","","0.4245786645","0.4144363089","0.2591","0.406132","0.01","","0.0238","0.004168593","","0.0000014349","0.0000020076","","","0","0","","","","2548.4775067536"
"2024-10-27","1214.2245057279","967.9002762324","89.3690630334","70.6571543756","42.5727546677","92.9396052557","18.5049240248","9.9873118242","7.776","4.8","5.4985212","3.3567676526","2.2528554432","1.8475124725","0.8727038287","0.622641216","","0.4558453847","0.4147110992","0.261325","0.3939832","0.01","","0.0196","0.0042229877","","0.0000014349","0.0000015052","","","0","0","","","","2534.7422875664"
"2024-10-28","1222.108867025","981.6406849288","91.0616242637","76.0135398814","46.0972141274","83.3211390844","18.4164380073","9.8817460071","7.776","4.8","6.1886836","3.4344577945","2.2565957324","1.76258258","0.8812550583","0.622395216","","0.6069405046","0.4149335437","21.48922","0.4941604","0.01","","0.0084","0.0054260611","","0.0000019128","0.0000017591","","","0","0","","","","2579.2923074876"
"2024-10-29","1212.2442300655","977.5687582689","89.6802831638","72.620755549","45.3765851519","71.7569935213","18.9000851615","9.8816084424","7.776","4.8","5.9831552","3.3567541778","2.2620670892","1.72110758","0.8588248268","0.619404216","","0.5327171898","0.4152254464","0.266305","0.5799048","0.01","","0.0035","0.0045639319","","0.0000019128","0.0000017542","","","0","0","","","","2527.2188324492"
"2024-10-30","1231.5197426653","983.7446199978","90.3171396307","75.4559756592","44.9406833021","73.9839311111","18.9282644695","10.2849951973","7.776","4.8","6.0749604","3.3550974139","2.2643366448","1.72680258","0.8857058609","0.622641216","","0.4702944976","0.4155031556","0.26881","0.5029248","0.01","","0.0028","0.0048858613","","0.0000014349","0.0000020076","","","0","0","","","","2558.3561179056"
"2024-10-31","1218.643481164","972.2571826335","89.7591956976","62.3162311188","43.9306955714","71.7972374323","19.0591879688","9.8342649994","7.776","4.8","5.298242","3.3731040196","2.2643366448","1.47340258","0.8643701049","0.622392216","","0.4572884719","0.4157532935","0.2713","0.54169","0.01","","0.0028","0.0044886762","","0.0000019128","0.0000017586","","","0","0","","","","2515.7726482641"
"2024-11-01","1218.5809610058","1004.6557290107","92.8537925516","75.3140204234","44.1961937401","71.1807856833","18.7318697847","9.8294063391","7.776","4.8","8.0018148","3.3460483195","2.339814528","1.4763366664","0.695083488","0.6347283384","","0.0049210801","0.4298280577","0.27352","0.4714196","0.01","","0","0.0001497868","","0.0000014349","0.0000017542","","","0","0","","","","2565.6024263927"
"2024-11-02","1225.391169165","1001.3764513646","92.4422800966","81.6381106444","45.0078004078","71.1490449966","18.7284633999","10.2257812105","7.776","4.8","5.66813","3.2800730664","2.339814528","1.5402966664","0.6571911903","0.6428223384","","0.0244972131","0.4300319089","0.275825","0.54479","0.01","","0","0.0001587061","","0.0000019128","0.0000017591","","","0","0","","","","2573.9487355749"
"2024-11-03","1210.7379354062","998.1013318746","92.7537353248","77.9829462026","43.4336196338","69.0769012813","18.5799087796","10.1082743522","7.776","4.8","5.5577484","3.3771790889","2.339814528","1.6238166664","0.6414428453","0.6428223384","","0.4444622452","0.4302455733","0.278155","0.5105008","0.01","","0","0.0001319502","","0.0000019128","0.0000017542","","","0","0","","","","2549.2069759578"
"2024-11-04","1230.560257192","1011.1028646062","93.9181408593","79.4760112437","46.1592374062","68.4420440058","18.2264350999","10.1966555055","7.776","4.8","6.5365148","3.3704088249","2.3410600838","1.6659366664","0.6397189808","0.6429783384","","0.5830758606","0.4305089048","0.280425","0.5613336","0.03","","0","0.000150016","","0.0000014349","0.0000020076","","","0","0","","","","2587.7397604368"
"2024-11-05","1235.9128859443","1019.022462158","94.0907374315","75.1912772014","49.2177718611","71.3798625761","18.2529018882","10.2696589476","7.776","4.8","6.2470096","3.3331792083","2.3427399136","1.7432916664","0.6588668459","0.6428733384","","0.5478433539","0.4307807874","1.383435","0.6186384","0.03","","0","0.0001842306","","0.0000019128","0.0000015057","","","0","0","","","","2603.8924037712"
