"Service","EC2-Instances($)","EC2-Other($)","VPC($)","Relational Database Service($)","S3($)","Elastic Container Service for Kubernetes($)","Elastic Load Balancing($)","CloudWatch($)","SQS($)","Secrets Manager($)","EC2 Container Registry (ECR)($)","SNS($)","Cost Explorer($)","Service Catalog($)","Route 53($)","DynamoDB($)","Key Management Service($)","Step Functions($)","Simple Workflow Service($)","Glacier($)","SES($)","Lambda($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-04-13","74.1391318409","41.2803382493","7.6103432909","14.3001770636","7.7456014305","4.8","1.8286109967","3.3666676571","0.1688548","0.22066","0.1829161488","0.0450604879","0.09","0","0.000054","0.021312072","0.001056","0.000000255","","","","","0","0","","155.8007842927"
"2025-04-14","74.1262371622","56.1460556997","7.6103416465","12.9277237905","8.3216557776","4.8","5.1610460583","3.3666710075","0.2086728","0.22068","0.1829161488","0.0565246636","0.1","","0.0002128","0.021312072","0.001008","","","","","","0","","","173.2510576267"
"2025-04-15","74.8870207397","41.9778619549","7.6100763908","14.8666439161","8.0138825362","4.8","2.050846046","3.3666675768","0.2772116","0.2162855556","0.1829161488","0.0759196641","0.08","0","0.0002588","0.021312072","0.001077","0.000000255","","","","","0","0","","158.427980256"
"2025-04-16","74.1414029172","51.8056861744","7.6103596167","13.9603010296","8.3834416084","4.8","4.4701585511","3.3666678888","0.317194","0.22066","0.1829161488","0.0874076089","0.09","0","0.0004288","0.021312072","0.001029","0.0000005049","","","","","0","0","","169.4589659208"
"2025-04-17","58.1747874944","47.2654111407","7.6103663019","14.5569606588","8.2281183869","4.8","3.6003278761","2.0350010034","0.26941","0.22067","0.1829161488","0.0737112413","0.1","","0.0002992","0.021312072","0.001056","","","","","","0","","","147.1403475243"
"2025-04-18","54.7300244885","46.5981567709","7.6103913344","14.5685772959","8.137112328","4.8","3.4919544913","1.7066675909","0.2253768","0.22072","0.1829161488","0.0611903481","0.08","0","0.0003928","0.021312072","0.001008","","","","","","0","","","142.4358004688"
"2025-04-19","54.7300647452","45.7058771204","7.6103359329","14.6707932187","8.18036965","4.8","3.3456916577","1.706667755","0.2485916","0.22067","0.1829161488","0.0677554609","0.08","","0.0001804","0.021312072","0.00096","","","","","","0","","","141.5721857616"
"2025-04-20","55.483828592","51.9393360734","7.6102307425","13.5567772988","8.399795257","4.8","4.8020685236","1.7066683368","0.2485248","0.220675","0.1829161488","0.0678574129","0.1","","0.000212","0.021312072","0.001008","","0.000000479","","","","0","","","149.1412107368"
"2025-04-21","54.7300059246","49.5931836258","7.6103585281","14.7938084963","9.5179095256","4.8","4.3841478794","1.7066711184","0.2603028","0.220775","0.1829161488","0.0711820141","0.08","","0.0003828","0.021312072","0.001056","","","","","","0","","","147.9740119331"
"2025-04-22","54.7302078094","45.2228057781","7.6103396979","15.1283816694","8.2771340669","4.8","3.1967398168","1.706667593","0.2596968","0.22067","0.1832874207","0.0709368757","0.1","","0.0003008","0.021312072","0.001056","","","","","","0","","","141.5295363999"
"2025-04-23","58.0087915884","45.2645603842","7.6101960195","14.7230944175","8.2837998421","4.8","3.2274741969","1.7066728582","0.2386344","0.2162905556","0.1844781731","0.0649313476","0.08","","0.0005028","0.021312072","0.001008","","","","","","0","","","144.4317466551"
"2025-04-24","58.9325244261","45.1154313514","7.6102109747","15.1830302241","8.342535962","4.8","3.1406669617","1.7066708757","0.2751452","0.22121","0.184897116","0.0753098575","0.12","0","0.0003052","0.021312072","0.001575","0.0000010355","0.0000009648","","","","0","0","","145.7308272215"
"2025-04-25","58.9324889571","39.737685569","7.610216282","15.2681209053","8.6659610254","4.8","3.278394189","1.7066676008","0.3905224","0.22262","0.184897116","0.1081305285","0.11","0","0.0003548","0.021312072","0.002187","0.0000021051","0.000001941","","","","0","0","","141.0395624912"
"2025-04-26","59.074088854","35.0208351421","7.6103867977","15.2441234646","8.3418452503","4.8","3.2068940532","1.7045842678","0.2284724","0.222125","0.184897116","0.0620527261","0.09","0","0.0001108","0.021312072","0.001917","0.0000018318","0.0000014561","","","","0","0","","135.8136482317"
"2025-04-27","59.3095161052","34.950429521","7.6102326573","15.844090029","8.2611076949","4.8","2.78509138","1.7066676008","0.2208908","0.221265","0.184897116","0.0598875719","0.11","0","0.0001008","0.021312072","0.001938","0.0000015322","0.0000014437","","","","0","0","","136.087429324"
"2025-04-28","58.9327094096","35.0314786912","7.61037537","15.8772541018","8.3486738464","4.8","2.465501738","1.7066676008","0.2628992","0.221725","0.184897116","0.0718719258","0.09","0","0.0004096","0.021312072","0.001797","0.0000012851","0.0000014497","","","","0","0","0","135.6275754064"
"2025-04-29","58.9329263635","35.1574516516","7.6103486523","15.377584289","8.5659986385","4.8","3.1910370751","1.7062509342","0.2859036","0.2171655556","0.184897116","0.0783830014","0.09","0.0042","0.000378","0.021312072","0.001749","0.0000015512","0.0000014481","","","","0","0","","136.2255889485"
"2025-04-30","56.0582962805","35.4715711358","7.6102002019","11.2022490221","9.6742908311","4.8","7.0778499362","1.7066745832","0.4645292","0.22266","0.184897116","0.1292416225","0.09","0.0042","0.0011068","0.021312072","0.001896","0.0000018452","0.0000019428","","","","0","0","","134.7209785893"
"2025-05-01","54.4156402876","34.2919180988","7.6101994425","15.2615095319","8.5750541625","4.8","4.3331694803","1.6516141857","0.2852716","0.2187390328","0.1789326888","0.0206681671","0.09","0","2.0007208","0.0213120684","0.001392","0.0000021021","0.0000019419","","","","0","0","","133.7561455904"
"2025-05-02","54.7303202883","34.008825438","7.6101827254","16.2031435512","8.1956409269","4.8","2.514594903","1.6516138542","0.248274","0.2171390328","0.1789326888","0.0178703555","0.1","0","0.0005176","0.0213120684","0.001512","0.0000010208","0.0000009614","","","","0","0","","130.4998814147"
