"Service","EC2-Instances($)","EC2-Other($)","ElastiCache($)","VPC($)","Elastic Load Balancing($)","CloudWatch($)","Elastic Container Service for Kubernetes($)","S3($)","SQS($)","DynamoDB($)","Key Management Service($)","EC2 Container Registry (ECR)($)","Cost Explorer($)","Route 53($)","Service Catalog($)","Secrets Manager($)","SNS($)","Simple Workflow Service($)","Step Functions($)","CloudShell($)","CloudTrail($)","Glue($)","CloudFormation($)","Total costs($)"
"2025-01-31","42.742210556","28.0004155789","7.44","4.0817920908","4.3334985853","3.8101318514","2.4","0.8188810082","0.6519452","0.1989130383","0.066379128","0.0515671992","0.1","","0.0049","0.00005","0.000011","0.0000014349","0.0000015057","","0","0","","94.7006981767"
"2025-02-01","42.8130079694","30.6041253286","7.44","4.0465772341","4.3000617829","3.9818109894","2.4","0.8858940403","0.6525052","0.0568331496","0.0721755696","0.0570922536","0.09","0.1","0","0.000055","0","0.0000019128","0.0000015052","","0","0","","97.5001419355"
"2025-02-02","42.5897116013","30.6238874121","7.44","3.9780598606","4.2903388812","3.9808009688","2.4","0.8838099965","0.6529916","0.1989131496","0.0732915696","0.0570922536","0.11","","0","0.000045","0","0.0000014349","0.0000017591","","0","0","","97.2789454873"
"2025-02-03","43.2689771563","30.8809827001","7.44","4.0802981746","4.3199471806","4.0251354984","2.4","0.8924962568","0.6525324","0.1989131496","0.0732915696","0.0570922536","0.09","","0","0.000055","0","0.0000014349","0.0000015047","","0","0","","98.3797242792"
"2025-02-04","43.9615280093","31.3017464686","7.44","4.1029529717","4.3266143606","4.0792959171","2.4","0.8994782641","0.652292","0.1989131763","0.0732825696","0.0573085913","0.09","","0","0.00004","0","0.0000019128","0.0000017586","","0","0","","99.583456"
"2025-02-05","43.096596935","30.6718249183","7.44","4.1262274256","4.312631913","4.0020259052","2.4","0.8949135789","0.652026","0.1989131779","0.091175712","0.0576246408","0.09","","0","0.00005","0","0.0000014349","0.0000015057","","0","0","","98.0340131473"
"2025-02-06","43.0869992086","32.4140212637","7.44","4.0802598998","4.4427119677","3.9809656118","2.4","1.3113845071","0.6521048","0.1989131496","0.1090268544","0.0576246408","0.11","","0","0.00005","0","0.0000014349","0.0000017537","","0","0","","100.2840650921"
"2025-02-07","44.3488944606","34.6274185523","7.44","4.080355217","4.5087790117","4.0528765876","2.4","1.6028079004","0.6519948","0.1989131496","0.1089878544","0.0576246408","0.09","","0","0.000055","0","0.0000019128","0.0000015052","","0","0","","104.1687105924"
"2025-02-08","43.6070906656","31.2438112563","7.44","4.0803151441","4.333999375","4.3450109371","2.4","1.0485469788","0.6526136","0.1989131496","0.1089968544","0.0576246408","0.13","","0","0.00005","0","0.0000014349","0.0000017537","","0","0","","99.6469757903"
"2025-02-09","43.4500281198","30.4067094148","7.44","4.0804135365","4.2854703412","3.9934209786","2.4","0.9002951178","0.652688","0.1989131496","0.1089968544","0.0576246408","0.09","","0","0.000045","0.0000095","0.0000014349","0.0000017586","","0","0","","98.064617847"
"2025-02-10","45.7672721995","31.626300874","7.44","4.0963783909","4.4035337692","4.0242279287","2.4","1.1862988721","0.6521856","0.1989131496","0.1090058544","0.0576246408","0.09","","0.0042","0.00005","0.000011","0.0000019128","0.0000015057","","0","0","","102.0560056977"
"2025-02-11","43.6746267415","34.5925190865","7.44","3.9744842489","4.6102454062","4.0444347869","2.4","1.5059505295","0.6522368","0.1989131496","0.1090058544","0.0576246408","0.1","","0.0042","0.00005","0.0000110021","0.0000014349","0.0000015057","","0","0","","103.364305187"
"2025-02-12","41.8465258392","33.984930937","7.44","3.9603618638","4.5892615818","4.297183477","2.4","1.5000289794","0.651734","0.1989131496","0.1090058544","0.0576246408","0.11","","0.0056","0.00006","0.00001","0.0000014349","0.0000015052","","0","0","","101.1512432631"
"2025-02-13","43.7365474087","31.195525169","7.44","3.962950954","4.3698723457","4.2948671125","2.4","1.1236075112","0.6513892","0.1989147121","0.135791568","0.0576246408","0.09","","0.0042","0.00005","0.000009","0.0000019128","0.0000015052","","0","0","","99.66135304"
"2025-02-14","45.9290564779","29.922784425","7.44","3.960385623","4.3027244034","3.9217345532","2.4","0.9431289673","0.650478","0.1989154221","0.1447081392","0.0576246408","0.09","","0.0042","0.000045","0.0000085","0.0000014349","0.0000017532","","0","0","","99.96579734"
"2025-02-15","43.4543462927","29.7135970989","7.44","3.9608442347","4.2905658091","3.9012701549","2.4","0.9338603386","0.6504984","0.1989131496","0.1387587584","0.0576246408","0.09","","0.0035","0.00004","0.000007","0.0000014349","0.0000017586","","0","0","","97.2338290712"
"2025-02-16","42.9456043288","29.712689445","7.44","3.9603660592","4.2857372757","3.8981909771","2.4","0.9379349361","0.6513288","0.1989131496","0.1446931392","0.0576246408","0.11","","0.0049","0.000045","0.000008","0.0000019128","0.0000017542","","0","0","","96.7480394185"
"2025-02-17","43.7000701209","30.4346933466","7.44","3.9607657612","4.3051030826","4.0111505614","2.4","0.9417031757","0.6508604","0.1989131496","0.1447021392","0.0576246408","0.09","","0.0035","0.000045","0.0000120043","0.0000014349","0.0000017591","","0","0","","98.3391465763"
"2025-02-18","43.6933085754","30.3524175654","7.44","3.9603247761","4.3033193617","4.0759372862","2.4","0.9463694447","0.6511852","0.1989131496","0.1447021392","0.0576246408","0.09","","0.0042","0.00004","0.0000085","0.0000019128","0.0000017542","","0","0","","98.3183543061"
"2025-02-19","42.9104571519","30.3322949067","7.44","3.9607721044","4.7069932262","4.0864353321","2.4","0.946420592","0.6511092","0.1989131496","0.1446991392","0.0576246408","0.09","","0.0042","0.000045","0.0000125","0.0000019128","0.0000017542","","0","0","","97.9299806099"
"2025-02-20","43.7218685379","32.7656123369","7.44","4.0157745668","5.6700367166","4.0859347597","2.4","0.962352962","0.6511532","0.1989167752","0.1447021392","0.0578818328","0.09","","0.0035","0.000035","0.0000100021","0.0000014349","0.0000017591","","0","0","0","102.2077820232"
"2025-02-21","44.4952611016","30.5727341773","7.44","4.0866334564","4.9578378946","4.0802011438","2.4","0.9534381096","0.6510368","0.198913152","0.1447681392","0.0582719664","0.1","","0.0056","0.00004","0.0000085","0.0000014349","0.0000017542","","0","0","","100.14474763"
"2025-02-22","42.6109017876","30.2722456646","7.44","4.2002812272","4.8647857323","4.0842950716","2.4","0.9398697234","0.6515524","0.198913152","0.1448101392","0.0582719664","0.09","","0.0042","0.00004","0.0000065","0.0000014349","0.0000015057","","0","0","","97.9601763049"
"2025-02-23","44.0130926887","30.2522491064","7.44","4.2007268311","4.8592207621","4.079911197","2.4","0.9382395394","0.65172","0.198913152","0.1447921392","0.0582719664","0.09","","0.0042","0.000035","0.0000065","0.0000014349","0.0000017591","","0","0","","99.3313820763"
"2025-02-24","46.8503434246","30.4722697953","7.44","4.1107735457","4.8985909901","4.077324679","2.4","0.949195554","0.6515876","0.198913152","0.1447921392","0.058639831","0.09","","0.0049","0.00004","0.000007","0.0000019128","0.0000015057","0.000000048","0","0","","102.3473811774"
"2025-02-25","46.2362240316","30.7865773993","7.44","3.9603004849","4.955353133","4.415544808","2.4","0.939735205","0.6516324","0.198913152","0.1447651392","0.0595686072","0.11","","0.0028","0.000035","0.0000065","0.0000014349","0.0000015057","","0","0","","102.3014588008"
"2025-02-26","46.0652287568","30.3489328876","7.44","3.9602713537","4.852747147","4.0596721407","2.4","0.9263907196","0.6512964","0.198913152","0.1447921392","0.0595686072","0.23","","0.0042","0.00003","0.0000065","0.0000014349","0.0000015047","","0","0","","101.3420527434"
"2025-02-27","47.4783401774","30.3543930249","7.44","4.0487625122","4.8898588976","4.3872528515","2.4","0.9359306156","0.650836","0.198913152","0.1448101392","0.0595686072","0.09","","0.0042","0.00003","0.0000065","0.0000014349","0.0000012518","","0","0","","103.0829051643"
"2025-02-28","45.9085090507","30.3308142556","7.44","4.0388300338","4.8877019406","4.0518319653","2.4","0.9371383124","0.6508504","0.198913152","0.1447741392","0.0595686072","0.11","","0.0042","0.000035","0.0000055","0.0000009566","0.0000015047","","0","0","","101.1631748181"
"2025-03-01","45.4467469658","27.8125982209","7.44","3.9607102948","4.8601277175","3.816112438","2.4","0.8426434754","0.6511464","0","0.130472256","0.0538039032","0.09","0.1","0","0.00003","0","0.0000014349","0.0000015052","","0","0","","97.6043946117"
"2025-03-02","45.4267880462","27.9568683761","7.44","4.0088939754","4.8516733113","3.9565261576","2.4","0.8450784823","0.6515368","0.0568330416","0.130976256","0.0538039032","0.09","","0","0.00003","0","0.0000014349","0.0000015057","","0","0","","97.8690112903"
"2025-03-03","45.8982448512","28.008627391","7.44","4.0808318661","4.8806303478","3.9525438824","2.4","0.8502391672","0.65101","0.1989130408","0.130985256","0.0538039032","0.09","","0","0.000025","0","0.0000014349","0.0000012572","","0","0","","98.6358573978"
"2025-03-04","46.3698747194","28.0219462488","7.44","4.0808180254","4.8867257169","3.9512013209","2.4","0.8466508452","0.6512496","0.1989130337","0.130967256","0.0538039032","0.09","","0","0.00003","0","0.0000014349","0.0000012523","","0","0","","99.1221833567"
"2025-03-05","46.5059001877","28.0124914593","7.44","4.0809326093","4.8903800839","3.9497931065","2.4","0.8511483988","0.651264","0.198913033","0.130949256","0.0538039032","0.11","","0","0.000035","0","0.0000014349","0.0000015057","","0","0","","99.2756139783"
"2025-03-06","47.097326036","28.1868185702","7.44","3.9786350094","4.8887330152","3.9482785566","2.4","0.8511683632","0.6512624","0.1989130336","0.131021256","0.0538039032","0.09","","0","0.000025","0","0.0000009566","0.0000015057","","0","0","","99.9159876057"
"2025-03-07","45.8986311999","28.1244911963","7.44","3.9716830473","4.8801524085","3.9526156847","2.4","0.8488893626","0.6514124","0.1989130416","0.130916256","0.0538039032","0.09","","0","0.000025","0","0.0000014349","0.0000010033","","0","0","","98.6415359383"
"2025-03-08","45.720365579","27.9476476149","7.44","4.0811268337","4.8590183247","3.9478363596","2.4","0.8442243847","0.6514844","0.1989130413","0.130913256","0.0538039032","0.09","","0","0.00002","0","0.0000009566","0.0000015052","","0","0","","98.3653561589"
"2025-03-09","45.6168535698","27.9327617747","7.44","4.0544682786","4.846967824","3.9504236476","2.4","0.8401888111","0.6520392","0.1989130413","0.130949256","0.0538039032","0.13","","0","0.00003","0","0.0000014349","0.0000012572","","0","0","","98.2474019984"
"2025-03-10","46.5015897903","27.9895547971","7.44","3.9602492921","4.8873751319","3.9497122345","2.4","0.8507776611","0.651516","0.1989130408","0.130877256","0.0538039032","0.11","","0.0042","0.000025","0.000005","0.0000009566","0.0000012523","","0","0","","99.1286013159"
"2025-03-11","47.3631863279","28.2800633015","7.44","3.9788846993","4.8760082725","3.9759502339","2.4","0.8539752398","0.6517032","0.1989168763","0.130979256","0.0538039032","0.09","","0.0028","0.000025","0.000006","0.0000014349","0.0000012572","","0","0","","100.2963050025"
"2025-03-12","47.0265739365","27.9049939211","7.44","3.9552472958","4.8554488056","4.232504596","2.4","0.8489372478","0.6513044","0.1989130414","0.131105256","0.0538039032","0.09","","0.0042","0.00002","0.0000045","0.0000009566","0.0000012513","","0","0","","99.7930591113"
"2025-03-13","46.6595077521","28.4862116576","7.44","3.9603179146","4.8464996351","3.8761296464","2.4","0.8503023586","0.6512268","0.1989130406","0.131138256","0.0538039032","0.11","","0.0049","0.00002","0.0000115","0.0000009566","0.0000015057","","0","0","","99.6689849265"
"2025-03-14","46.5071143376","28.2965730246","7.44","3.9602784514","4.8280325691","3.873772202","2.4","0.8430795848","0.6516504","0.1989130414","0.131126256","0.0538039032","0.09","","0.0042","0.00003","0.0000055","0.0000014349","0.0000010038","","0","0","","99.2785817088"
"2025-03-15","46.7987838563","28.5070093536","7.44","3.980308556","4.8321835509","3.8794566956","2.4","0.8465550429","0.6515852","0.1989130337","0.131252256","0.0538039032","0.09","","0.0028","0.00003","0.0000055","0.0000009566","0.0000012572","","0","0","","99.812689162"
"2025-03-16","42.6133090672","28.7015958013","7.44","4.0802609224","4.829643241","3.8750920707","2.4","0.8434416038","0.6520188","0.1989130328","0.131192256","0.0538039032","0.11","","0.0028","0.000025","0.0000045","0.0000014349","0.0000012523","","0","0","","95.9321028856"
"2025-03-17","45.1299308158","28.9906179781","7.44","4.0351956181","4.8510941805","3.7869726931","2.4","0.8517123861","0.6510808","0.1989130819","0.130712256","0.054466042","0.09","","0.0042","0.00002","0.0000045","0.0000014349","0.0000012562","","0","0","","98.6149230427"
"2025-03-18","44.6318748599","28.9007544971","7.44","3.9602871146","4.8460252711","3.6215384967","2.4","0.8541691545","0.6506996","0.1989169587","0.130310256","0.0542876268","0.11","","0.0042","0.000005","0.000002","0.0000004782","0.0000007553","","0","0","","97.8030720689"
"2025-03-19","43.5783261694","29.1847346106","7.44","3.9611288529","4.8653183111","3.6104880885","2.4","0.8538378881","0.6502176","0.1989130415","0.130238256","0.0544246284","0.08","","","","0.0000005","","","","0","0","","97.0076279465"
"2025-03-20","44.547796704","29.1570939588","7.44","3.9602557509","4.859928084","3.7040203835","2.4","0.8598530373","0.6503272","0.1989162642","0.130238256","0.0569657838","0.08","","","","","","","","0","","","98.0453954225"
"2025-03-21","44.8631122411","29.0382779512","7.44","3.9603172769","4.8575244464","3.9784688449","2.4","0.8565817507","0.6499964","0.198916918","0.130280256","0.057984384","0.1","","","","","","","","0","","","98.5314604692"
"2025-03-22","45.1259736447","28.7488086828","7.44","3.9602625516","4.8468917669","3.7165099189","2.4","0.8480167547","0.6505428","0.1989130488","0.130196256","0.057984384","0.08","","","","","","","","0","","","98.2040998084"
"2025-03-23","44.9691788904","28.7803661379","7.44","3.9603748778","4.84233491","3.7181878994","2.4","0.8458737269","0.6506404","0.198913048","0.130196256","0.057984384","0.08","","","","","","","","0","","","98.0740505304"
"2025-03-24","45.0160295087","28.8824289849","7.44","3.9603066071","4.9400935988","3.7208995801","2.4","0.8547788081","0.6504352","0.1989130479","0.130238256","0.057984384","0.1","","","","","","","","0","","","98.3521079756"
"2025-03-25","44.4990915266","28.9281521421","7.44","3.9603754472","4.8785227819","3.727539791","2.4","0.8567717571","0.6507224","0.1989130408","0.124903912","0.057984384","0.08","","","","","","","","0","","","97.8029771827"
"2025-03-26","46.2826501966","29.1092345907","7.44","3.9603034287","4.8819875413","3.8367219231","2.4","0.8605905638","0.6507296","0.1989130478","0.130238256","0.057984384","0.08","","","","","","","","0","","","99.889353532"
"2025-03-27","47.867888181","28.9604550181","7.44","3.9603784958","4.8849872158","4.0247250539","2.4","0.8611982828","0.6499104","0.1989130319","0.130196256","0.057984384","0.1","","","","","","","","0","","","101.5366363193"
"2025-03-28","46.7969042879","28.8120280104","7.44","3.960291642","4.8815328346","3.8211968477","2.4","0.8566830826","0.6501592","0.1989130321","0.130364256","0.057984384","0.08","","","","","","","","0","","0","100.0860575773"
"2025-03-29","44.8130973762","28.7999566369","7.44","3.9603320451","4.8568615197","3.7183651261","2.4","0.8513739856","0.6507168","0.1989130409","0.130532256","0.057984384","0.08","","","","","","","","0","","","97.9581331705"
"2025-03-30","42.1442408877","28.7646678359","7.44","3.9602998871","4.8433960623","3.9773513254","2.4","0.8511563016","0.6515824","0.19891304","0.130490256","0.057984384","0.1","","","","","","","","0","","","95.52008238"
"2025-03-31","42.1444014397","28.7854564208","7.44","3.9612723698","4.8675398316","3.7181173461","2.4","0.8516237204","0.6501492","0.1989130399","0.130532256","0.057984384","0.08","","","","","0.0000004782","","","0","","","95.2859904865"
"2025-04-01","42.5112436848","29.7846232279","7.44","4.0515052424","4.8828044958","3.7819848324","2.4","0.8884356479","0.6500132","0.056832","0.1344373344","0.0599171976","0.08","0.1","","","","","","","0","","","96.8217968632"
"2025-04-02","41.8317977998","29.8794082748","7.44","4.0813815924","4.8717076636","3.7796707517","2.4","0.9407158085","0.6496996","0.1989131353","0.1348333344","0.0599171976","0.08","","","","","","","","0","","","96.3480451581"
"2025-04-03","41.5177930802","29.6677474738","7.44","3.9748300658","4.8783979656","3.7808814974","2.4","0.8956408061","0.6497904","0.1989130988","0.1348753344","0.0599171976","0.1","","","","","","","","0","","","95.6987869197"
"2025-04-04","41.5180178442","29.6354750299","7.44","3.9775210638","4.8697552643","3.7750542817","2.4","0.8889095857","0.65015","0.19891308","0.1348333344","0.0599171976","0.1","","","","","","","","0","","","95.6485466816"
"2025-04-05","41.1482355291","29.6514146078","7.44","4.0803018472","4.8462083639","3.7835955789","2.4","0.8789643765","0.6508792","0.19891308","0.1348333344","0.0599171976","0.1","","0","","0","0.0000004782","0.0000002485","","0","0","","95.3732638421"
"2025-04-06","41.0409894944","29.5907394903","7.44","4.081212385","4.8422236603","3.7730937625","2.4","0.8773377284","0.650836","0.19891308","0.1347913344","0.0599171976","0.08","","","","0","","","","0","0","","95.1700541329"
"2025-04-07","41.5185019562","29.993723205","7.44","4.0803030489","4.8619936552","3.7753979922","2.4","0.8860077261","0.6499028","0.1989131098","0.1348843344","0.06114424","0.08","","","","","","0.0000002485","","0","0","","96.0807723163"
"2025-04-08","40.1101734375","29.5612841702","7.44","4.0803883556","4.8962484913","3.6643463538","2.4","0.8915245788","0.6499668","0.19891314","0.1347913344","0.0635269123","0.1","","","","","","","","0","","","94.1911635739"
"2025-04-09","40.0352997759","29.7111645337","7.44","4.1053261716","4.880845733","3.6918398941","2.4","0.9061810881","0.6497796","0.1989238588","0.1350043344","0.0650596828","0.1","","","","0.0000000043","","","","0","","","94.3194246767"
"2025-04-10","40.8643203141","27.9879274891","7.44","4.1682486119","4.8548566666","3.7026154414","2.4","0.8940944226","0.6500792","0.1989130909","0.1351873344","0.0652447152","0.08","","0","0.000005","0.000001","","0.0000007504","","0","0","","93.4414940366"
"2025-04-11","39.8091536521","27.5837207687","7.44","3.9600870943","4.842244554","3.6114861339","2.4","0.8911255204","0.650102","0.1989130872","0.1350793344","0.0652447152","0.08","","0","","0.0000005","","","","0","","","91.6671573602"
"2025-04-12","39.3392482659","27.4952288058","7.44","3.9895647599","4.8343503056","3.5780269307","2.4","0.8857970704","0.6506612","0.1989130872","0.1348753344","0.0652447152","0.08","","0","","","","","","0","0","","91.0919104751"
"2025-04-13","39.3393908118","27.4650114033","7.44","4.0800977944","4.8269430746","3.5758096699","2.4","0.8814861004","0.6505456","0.1989130872","0.1348873344","0.0652447152","0.08","","0","0.000005","0.0000005","","","","0","0","","91.1383350912"
"2025-04-14","39.3396332531","27.5098964042","7.44","4.0811756734","4.8381465654","3.5743813642","2.4","0.8871509428","0.6493752","0.1989130872","0.1348753344","0.0652447152","0.1","","","","","","","","0","","","91.2187925399"
"2025-04-15","39.384522787","27.5855034679","7.44","4.0800982317","4.8741253023","3.5791990633","2.4","0.8923337115","0.6481656","0.1989130872","0.1349473344","0.0652447152","0.08","","0","0.000005","0.0000005","","0.0000002485","","0","0","","91.363059049"
"2025-04-16","39.3863506465","27.6660293753","7.44","4.0350644436","4.8406173466","3.5953433863","2.4","0.8923501658","0.6483556","0.1989130872","0.1348873344","0.0652447152","0.08","","0","","0.000001","0.0000004782","0.0000002485","","0","","","91.3831578276"
"2025-04-17","39.3626563983","27.6258476279","7.44","3.9600404621","4.8524960963","3.5894142527","2.4","0.8923910917","0.6494012","0.1989131381","0.1348753344","0.0652447152","0.1","","","","","","","","0","","","91.2712803167"
"2025-04-18","39.3401984569","27.5433073253","7.44","3.9601136124","4.8706234849","3.8174033713","2.4","0.894219156","0.6498116","0.1989130966","0.1349173344","0.0652447152","0.08","","","","","","","","0","","","91.394752153"
"2025-04-19","39.317894041","27.4288276291","7.44","3.9601030354","4.8345803539","4.6462100078","2.4","0.8855287032","0.6500852","0.1989130872","0.1347913344","0.0652447152","0.08","","","","","","","","0","","","92.0421781072"
"2025-04-20","39.3182237262","27.5089576697","7.44","3.9619876753","4.8160572425","3.585562501","2.4","0.8819498739","0.6498664","0.1989130872","0.1348753344","0.0652447152","0.11","","0","","","","0.0000002534","","0","0","","91.0716384788"
"2025-04-21","39.2695176055","27.5167368078","7.44","3.9600282527","4.8610731808","3.5924472502","2.4","0.899462755","0.6495516","0.1989130872","0.1348753344","0.0652447152","0.08","","","","","","","","0","","","91.0678505888"
"2025-04-22","39.2965265046","27.6298772558","7.44","3.960109297","4.8580555389","3.5876747808","2.4","0.8937511536","0.6492412","0.1989130872","0.1348753344","0.0652447152","0.1","","","","","","","","0","","","91.2142688675"
"2025-04-23","39.2511632417","27.4812462261","7.44","4.0757497802","4.862173893","3.5898170729","2.4","0.8948894602","0.6500672","0.1989130872","0.1348333344","0.0652447152","0.08","","0","","0.000001","","","","0","","","91.1240990109"
"2025-04-24","39.2514986281","27.4529257926","7.44","4.0801016041","4.8720436317","3.5912930379","2.4","0.8969833944","0.648586","0.1989130872","0.1352653344","0.0652447152","0.11","","0","0.00005","0.000015","0.0000009566","0.0000010038","","0","0","","91.142922186"
"2025-04-25","39.2364584432","27.5767256084","7.44","4.1253119345","4.8922711911","3.6789674078","2.4","0.8999296955","0.6492076","0.1989130872","0.1357453344","0.0652447152","0.11","","0","0.00017","0.000047","0.0000019128","0.0000020076","","0","0","","91.4089959377"
"2025-04-26","39.0722417933","27.4149442004","7.44","4.0095427534","4.8664547706","3.7857894865","2.4","0.8941343487","0.6502976","0.1989130872","0.1354813344","0.0652447152","0.09","","0","0.00013","0.000036","0.0000014349","0.0000015057","","0","0","","91.0232130303"
"2025-04-27","39.0948264767","27.3285225272","7.44","3.9600441754","4.8183563674","3.5954212676","2.4","0.8861637348","0.6502884","0.1989130872","0.1355533344","0.0652447152","0.11","","0","0.000055","0.0000155","0.0000019128","0.0000015057","","0","0","","90.6834080044"
"2025-04-28","39.2519846515","27.5135825395","7.44","3.9601109084","4.8846378085","3.5959739865","2.4","0.8977968489","0.6494364","0.1989130872","0.1355413344","0.0652447152","0.09","","0","0.000085","0.000025","0.0000014349","0.0000015052","","0","0","0","91.0833352202"
"2025-04-29","39.1631576408","27.7638077301","7.44","3.9600863274","4.9024599702","3.5945816421","2.4","0.8977022717","0.647572","0.1989130872","0.1356253344","0.0652447152","0.09","","0.0042","0.000085","0.0000225","0.0000014349","0.0000015057","","0","0","","91.2634611597"
"2025-04-30","40.1832572533","28.2329463342","7.44","3.9610768438","4.89434347","3.7090863196","2.4","0.9020763556","0.6485552","0.1989130872","0.1358113344","0.0652447152","0.09","","0.0049","0.00018","0.0000475","0.0000019128","0.0000020076","","0","0","","92.8664423337"
"2025-05-01","40.5988248649","27.2711864972","7.44","3.9608813546","4.9493270659","3.6981298191","2.4","0.8741523914","0.649738","0.1420810526","0.130502256","0.0631400472","0.09","0.5","0","0.000175","0","0.0000019128","0.0000020076","","0","0","","92.7681422693"
"2025-05-02","40.6739719896","27.246037771","7.44","3.9600998529","4.9630683232","3.6953996729","2.4","0.8710445542","0.648962","0.1989130455","0.131150256","0.0631400472","0.11","","0","0.00003","0","0.0000009566","0.0000010033","","0","0","","92.4018194724"
